Source,Target,Weight,nt_type_banc,type_pre,type_post,layer_mean_pre,layer_mean_post,across_hemi_layer_pre,across_hemi_layer_post
720575940620745825,720575940635330204,6,Ach,JO-A,WV-WV-1,,2.631410256,,
720575940638214461,720575940621717469,2,Ach,A2,WV-WV-3,2.298076923,2.846153846,2.304487179,
720575940625049945,720575940622838154,14,Ach,JO-B,GF,,3.179487179,,
720575940629552170,720575940606919602,1,Ach,aPN2,aPN2,3.288461538,4.919871795,,
720575940615966943,720575940616313942,18,GABA,GNG_pr01-1,A1,5.375,3.939102564,,
720575940629144906,720575940631693610,5,Ach,AVLP/PVLP_pr01-2,A1,4.105769231,3.823717949,,3.896367521
720575940605308082,720575940625887631,2,GABA,WED_pr02,WED_pr02,3.362179487,3.516025641,,
720575940625866789,720575940613422860,18,Ach,JO-B,B1-7,,3.150641026,,
720575940627778393,720575940613380914,8,Ach,JO-B,B1-4,,2.743589744,,
720575940642412941,720575940635330204,16,Ach,B1-2,WV-WV-1,3.221153846,2.631410256,,
720575940624795017,720575940635054072,1,Ach,B1-u,B1-u,3.201923077,4.189102564,3.557692308,
720575940631153194,720575940631693610,5,Ach,AVLP_pr23,A1,3.240384615,3.823717949,,3.896367521
720575940630820347,720575940612146174,7,Ach,JO-B,B1-2,,2.663461538,,
720575940607188036,720575940623322877,42,Ach,B1-1,WV-WV-1,2.108974359,3.176282051,,2.711538462
720575940611388141,720575940603903264,4,Ach,B1-6,aPN3,3.320512821,4.576923077,,
720575940619688688,720575940615592409,2,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.256410256,5.182692308,,
720575940617197057,720575940605214636,3,GABA,SAD_pr02,WV-WV-3,3.022435897,2.53525641,,
720575940616413509,720575940611988391,1,Ach,JO-B,B1-7,,2.746794872,,
720575940630820347,720575940627410944,6,Ach,JO-B,B1-2,,2.298076923,,
720575940617431325,720575940635330204,1,Ach,B1-4,WV-WV-1,2.884615385,2.631410256,2.766254579,
720575940627957719,720575940611674265,56,Ach,B1-2,WED_pr02,3.240384615,3.128205128,2.422676282,
720575940632522848,720575940630057979,2,Ach,pC2la,pC2la,5.669871795,5.586538462,,
720575940636471408,720575940628538732,5,Ach,AVLP_pr36/asp10a-1,PVLP_pr03-2,5.490384615,5.737179487,,
720575940611674265,720575940609927141,8,GABA,WED_pr02,WED-VLP-1,3.128205128,3.134615385,,
720575940603533246,720575940632945177,1,GABA,WV-WV-3,WV-WV-3,2.778846154,2.326923077,,
720575940619415679,720575940618475101,1,Ach,vpoEN,pC2lb,3.641025641,5.131410256,3.688301282,
720575940618599277,720575940623292713,5,Ach,B1-4,SAD_pr02,2.426282051,2.211538462,,
720575940619942859,720575940616809401,2,Ach,B1-1,B1-1,2.060897436,2.141025641,,
720575940618522433,720575940631693610,1,inconclusive,A1,A1,3.730769231,3.823717949,,3.896367521
720575940630637330,720575940636533574,3,GABA,PVLP_pr03-1,PVLP_pr03-1,6.243589744,6.192307692,,
720575940637612095,720575940629552170,5,Ach,JO-B,aPN2,,3.288461538,,
720575940638095293,720575940637175349,1,Ach,pC2lb,AVLP_pr36/asp10a-1,4.929487179,5.471153846,4.946714744,
720575940635547113,720575940623322877,43,Ach,B1-1,WV-WV-1,3.830128205,3.176282051,,2.711538462
720575940614633867,720575940621717469,13,Ach,B1-4,WV-WV-3,2.666666667,2.846153846,,
720575940625624464,720575940616809401,1,Ach,JO-B,B1-1,,2.141025641,,
720575940609513841,720575940638214461,1,GABA,WV-WV-4,A2,3.467948718,2.298076923,3.227564103,2.304487179
720575940633300148,720575940615592409,3,Ach,pC2lb,AVLP_pr36/asp10a-1,5.173076923,5.182692308,,
720575940636679989,720575940644968302,1,Ach,B1-2,AVLP_pr23,2.435897436,3.144230769,,3.192307692
720575940631179807,720575940626793831,5,Ach,pC2lb,pC2lb,4.817307692,4.945512821,,
720575940612338674,720575940608875703,6,GABA,SAD_pr02,JO-B,2.71474359,,,
720575940627027087,720575940620833974,1,Ach,aPN2,aPN2,3.532051282,4.602564103,,
720575940617534110,720575940631153194,1,Ach,JO-A,AVLP_pr23,,3.240384615,,
720575940627263375,720575940618522433,14,Ach,B1-4,A1,2.766025641,3.730769231,,
720575940616809401,720575940634299071,2,Ach,B1-1,WED_pr02,2.141025641,3.243589744,,
720575940630916347,720575940611864243,2,Ach,JO-B,B1-5,,3.365384615,,
720575940636679989,720575940618342966,5,Ach,B1-2,WV-WV-2,2.435897436,3.355769231,,
720575940623805159,720575940632829507,10,Ach,JO-B,B1-6,,3.141025641,,
720575940630820347,720575940612523571,7,Ach,JO-B,B1-2,,2.387820513,,
720575940610504750,720575940623113752,2,Ach,AVLP_pr11,AVLP_pr04,5.810897436,5.711538462,,
720575940644968302,720575940630087542,12,Ach,AVLP_pr23,AVLP_pr02,3.144230769,3.381410256,3.192307692,
720575940635330204,720575940632649567,31,GABA,WV-WV-1,WED-VLP-2,2.631410256,3.448717949,,
720575940636705502,720575940623725972,3,GABA,vpoIN-3,pC2lb,3.916666667,4.830128205,3.921474359,
720575940629133071,720575940641400224,1,Ach,A2,WED-VLP-1,2.310897436,3.246794872,,
720575940612146174,720575940621717469,4,Ach,B1-2,WV-WV-3,2.663461538,2.846153846,,
720575940627719294,720575940624273395,3,Ach,AVLP_pr36/asp10a-1,AVLP_pr12,5.429487179,5.705128205,,
720575940616809401,720575940607188036,2,Ach,B1-1,B1-1,2.141025641,2.108974359,,
720575940630960325,720575940605095346,9,Ach,JO-B,WV-WV-2,,3.544871795,,3.419337607
720575940624087283,720575940624314468,2,Ach,B1-5,WED_pr01-1,3.141025641,4.019230769,,
720575940606010569,720575940606743170,66,Ach,B1-3,WED_pr02,2.717948718,3.397435897,,
720575940637418549,720575940622838154,16,Ach,JO-A,GF,,3.179487179,,
720575940611177586,720575940629065154,2,Ach,JO-A,B2,,2.21474359,,
720575940605214636,720575940631153194,7,GABA,WV-WV-3,AVLP_pr23,2.53525641,3.240384615,,
720575940620835327,720575940621148660,1,GABA,WV-WV-2,WV-WV-2,3.724358974,3.394230769,,
720575940637663662,720575940632499757,7,Ach,B1-4,GF,2.753205128,3.467948718,,3.323717949
720575940614840891,720575940625345328,20,Ach,B1-3,WV-WV-2,2.541666667,2.996794872,,
720575940630258003,720575940613776962,3,GABA,WED_pr02,JO-B,3.403846154,,,
720575940618758753,720575940635981742,2,Ach,B1-2,WED_pr02,3.743589744,3.378205128,,
720575940628315232,720575940618409797,1,Ach,JO-B,B1-5,,3.051282051,,
720575940621540586,720575940634571383,2,GABA,WED_pr02,WV-WV-2,3.445512821,3.5,,
720575940637813220,720575940646341486,1,Ach,JO-B,B1-6,,3.185897436,,
720575940628256763,720575940623725972,4,GABA,vpoIN-2,pC2lb,5.173076923,4.830128205,5.345619658,
720575940637663662,720575940612001489,36,Ach,B1-4,A1,2.753205128,3.746794872,,
720575940622123981,720575940632945177,4,GABA,WV-WV-1,WV-WV-3,2.326923077,2.326923077,,
720575940638095293,720575940602120928,5,Ach,pC2lb,AVLP_pr36/asp10a-1,4.929487179,5.573717949,4.946714744,
720575940608457483,720575940631153194,5,Ach,JO-A,AVLP_pr23,,3.240384615,,
720575940605095346,720575940618342966,2,GABA,WV-WV-2,WV-WV-2,3.544871795,3.355769231,3.419337607,
720575940632945177,720575940606336213,4,GABA,WV-WV-3,B1-4,2.326923077,3.169871795,,
720575940628356358,720575940604201830,2,Ach,JO-A,WV-WV-3,,2.41025641,,
720575940625778428,720575940618522433,8,GABA,GNG_pr01-1,A1,5.413461538,3.730769231,,
720575940642442893,720575940606332629,1,Ach,JO-B,B1-1,,2.141025641,,
720575940630744019,720575940635330204,8,Ach,WED-VLP-2,WV-WV-1,3.423076923,2.631410256,,
720575940619415679,720575940638095293,1,Ach,vpoEN,pC2lb,3.641025641,4.929487179,3.688301282,4.946714744
720575940610236740,720575940644968302,4,Ach,JO-A,AVLP_pr23,,3.144230769,,3.192307692
720575940621148660,720575940635330204,4,GABA,WV-WV-2,WV-WV-1,3.394230769,2.631410256,,
720575940632385943,720575940633300148,1,Ach,vpoEN,pC2lb,3.746794872,5.173076923,,
720575940633300148,720575940629244357,2,Ach,pC2lb,AVLP_pr36/asp10a-1,5.173076923,5.320512821,,
720575940620195719,720575940635330204,10,GABA,AVLP_pr01-1,WV-WV-1,3.041666667,2.631410256,,
720575940629316152,720575940624875018,1,GABA,IPS_pr01-2,WED_pr01-1,3.019230769,4.115384615,2.779647436,
720575940638256949,720575940627201579,3,Ach,JO-A,WV-WV-3,,3.048076923,,
720575940625466387,720575940621043753,4,GLUT,aPN3,B1-5,5.041666667,3.147435897,,
720575940633044634,720575940612146174,6,GABA,WED_pr02,B1-2,3.096153846,2.663461538,,
720575940630258003,720575940623547685,1,GABA,WED_pr02,WED-VLP-1,3.403846154,3.137820513,,
720575940638095293,720575940630057979,1,Ach,pC2lb,pC2la,4.929487179,5.586538462,4.946714744,
720575940620012253,720575940622004106,63,GABA,B2,B1-7,2.644230769,2.358974359,,
720575940603636913,720575940620581748,9,Ach,B1-3,WED_pr02,2.833333333,3.439102564,,
720575940626257736,720575940619942859,21,Ach,JO-B,B1-1,,2.060897436,,
720575940615592409,720575940625295339,1,Ach,AVLP_pr36/asp10a-1,pMN1,5.182692308,5.243589744,,5.233974359
720575940619783518,720575940641359776,8,GABA,AVLP_pr01-1,WED-VLP-1,2.628205128,3.262820513,2.782371795,3.255681818
720575940636679989,720575940634571383,1,Ach,B1-2,WV-WV-2,2.435897436,3.5,,
720575940620910774,720575940608457483,2,GABA,SAD_pr02,JO-A,3.323717949,,,
720575940604445868,720575940613034602,1,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.365384615,5.278846154,,
720575940625146122,720575940641545888,8,Ach,A2,WV-WV-4,2.291666667,2.987179487,,
720575940610638434,720575940624872179,3,Ach,B1-u,B1-u,2.230769231,2.185897436,,
720575940635330204,720575940630223052,4,GABA,WV-WV-1,B1-1,2.631410256,2.169871795,,
720575940614280554,720575940624571116,18,Ach,JO-A,SAD_pr01,,2.384615385,,2.352564103
720575940614310802,720575940627201579,1,Ach,B1-4,WV-WV-3,2.708333333,3.048076923,,
720575940635981742,720575940620835327,1,GABA,WED_pr02,WV-WV-2,3.378205128,3.724358974,,
720575940644319796,720575940633300148,1,GABA,AVLP_pr02,pC2lb,4.46474359,5.173076923,3.774038462,
720575940620012253,720575940634877850,37,GABA,B2,B1-5,2.644230769,3.028846154,,
720575940628837650,720575940620356545,1,Ach,AVLP_pr36/asp10a-1,pC1d,5.333333333,5.689102564,,5.790064103
720575940628356358,720575940611335859,1,Ach,JO-A,SAD_pr02,,3.096153846,,
720575940612407581,720575940614018060,24,Ach,JO-B,IPS_pr02,,3.307692308,,
720575940615723077,720575940634571383,5,Ach,B1-5,WV-WV-2,2.573717949,3.5,3.178858481,
720575940641545888,720575940631153194,2,GABA,WV-WV-4,AVLP_pr23,2.987179487,3.240384615,,
720575940629552170,720575940606919602,1,Ach,aPN2,aPN2,3.288461538,4.919871795,,
720575940602914988,720575940638214461,18,GABA,AVLP_pr01-1,A2,2.621794872,2.298076923,,2.304487179
720575940633301217,720575940617431325,8,Ach,JO-B,B1-4,,2.884615385,,2.766254579
720575940613380914,720575940627201579,5,Ach,B1-4,WV-WV-3,2.743589744,3.048076923,,
720575940619688688,720575940615592409,1,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.256410256,5.182692308,,
720575940630223052,720575940635330204,14,Ach,B1-1,WV-WV-1,2.169871795,2.631410256,,
720575940604201830,720575940631693610,2,GABA,WV-WV-3,A1,2.41025641,3.823717949,,3.896367521
720575940616211013,720575940631631564,4,GABA,WED_pr02,B1-5,3.564102564,3.240384615,,
720575940632649697,720575940625345328,9,Ach,A2,WV-WV-2,2.317307692,2.996794872,,
720575940622295585,720575940635330204,1,Ach,JO-A,WV-WV-1,,2.631410256,,
720575940635330204,720575940622123981,7,GABA,WV-WV-1,WV-WV-1,2.631410256,2.326923077,,
720575940631153194,720575940633044634,2,Ach,AVLP_pr23,WED_pr02,3.240384615,3.096153846,,
720575940630258003,720575940612001489,1,GABA,WED_pr02,A1,3.403846154,3.746794872,,
720575940632998136,720575940623233238,9,GABA,WED_pr02,B1-5,3.541666667,3.134615385,,
720575940612409885,720575940628016983,1,Ach,JO-B,B1-5,,3.615384615,,
720575940613934965,720575940625483962,10,Ach,JO-B,B1-6,,3.016025641,,
720575940604054188,720575940632084705,3,Ach,JO-B,B1-7,,2.519230769,,
720575940624878602,720575940624473918,2,Ach,B1-u,WED_pr01-1,6.506410256,4.394230769,,
720575940627442197,720575940603533246,4,Ach,JO-A,WV-WV-3,,2.778846154,,
720575940610638434,720575940633044634,1,Ach,B1-u,WED_pr02,2.230769231,3.096153846,,
720575940635973989,720575940617882397,3,Ach,JO-B,B1-5,,3.381410256,,
720575940637418549,720575940603533246,1,Ach,JO-A,WV-WV-3,,2.778846154,,
720575940625887631,720575940634571383,12,GABA,WED_pr02,WV-WV-2,3.516025641,3.5,,
720575940626257736,720575940630223052,8,Ach,JO-B,B1-1,,2.169871795,,
720575940637663662,720575940618522433,4,Ach,B1-4,A1,2.753205128,3.730769231,,
720575940643791304,720575940644488727,5,Ach,JO-B,SAD_pr01,,2.320512821,,
720575940615592409,720575940612403427,1,Ach,AVLP_pr36/asp10a-1,vpoIN-1,5.182692308,4.564102564,,
720575940608457483,720575940622123981,20,Ach,JO-A,WV-WV-1,,2.326923077,,
720575940628356358,720575940611335859,1,Ach,JO-A,SAD_pr02,,3.096153846,,
720575940633044634,720575940624795017,2,GABA,WED_pr02,B1-u,3.096153846,3.201923077,,3.557692308
720575940626228329,720575940621558762,10,Ach,WED_pr01-1,WED_pr01-1,4.25,4.16025641,,
720575940628315232,720575940611864243,6,Ach,JO-B,B1-5,,3.365384615,,
720575940620076415,720575940625194014,3,GABA,vpoIN-2,AVLP_pr12,5.198717949,5.971153846,,
720575940620322753,720575940634299071,2,Ach,JO-A,WED_pr02,,3.243589744,,
720575940630467804,720575940636679989,5,Ach,JO-B,B1-2,,2.435897436,,
720575940614332899,720575940637663662,1,Ach,JO-A,B1-4,,2.753205128,,
720575940609843865,720575940603186790,9,Ach,B1-1,WED-VLP-1,4.378205128,3.314102564,,
720575940607188036,720575940611277293,1,Ach,B1-1,B1-1,2.108974359,2.092948718,,
720575940621540586,720575940620835327,16,GABA,WED_pr02,WV-WV-2,3.445512821,3.724358974,,
720575940621800798,720575940624314468,10,Ach,B1-5,WED_pr01-1,3.477564103,4.019230769,,
720575940613034602,720575940646518382,1,Ach,AVLP_pr36/asp10a-1,pC1d,5.278846154,5.891025641,,
720575940612146174,720575940611674265,3,Ach,B1-2,WED_pr02,2.663461538,3.128205128,,
720575940635330204,720575940612146174,5,GABA,WV-WV-1,B1-2,2.631410256,2.663461538,,
720575940608432760,720575940614840891,4,GABA,SAD_pr02,B1-3,4.070512821,2.541666667,,
720575940641400224,720575940603186790,6,Ach,WED-VLP-1,WED-VLP-1,3.246794872,3.314102564,,
720575940635981742,720575940630258003,9,GABA,WED_pr02,WED_pr02,3.378205128,3.403846154,,
720575940630258003,720575940621148660,2,GABA,WED_pr02,WV-WV-2,3.403846154,3.394230769,,
720575940627195691,720575940621717469,15,Ach,JO-A,WV-WV-3,,2.846153846,,
720575940636990005,720575940622004106,5,Ach,JO-B,B1-7,,2.358974359,,
720575940618522433,720575940631693610,10,inconclusive,A1,A1,3.730769231,3.823717949,,3.896367521
720575940620835327,720575940632998136,18,GABA,WV-WV-2,WED_pr02,3.724358974,3.541666667,,
720575940611401709,720575940610653462,3,Ach,pC2lb,PVLP_pr03-2,4.875,5.778846154,,
720575940622123981,720575940620910774,2,GABA,WV-WV-1,SAD_pr02,2.326923077,3.323717949,,
720575940614927989,720575940637410394,1,Ach,JO-A,WED_pr02,,3.147435897,,
720575940615592409,720575940617362772,1,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.182692308,5.259615385,,
720575940645087511,720575940611277293,17,Ach,JO-B,B1-1,,2.092948718,,
720575940621540586,720575940609927653,1,GABA,WED_pr02,WED-VLP-2,3.445512821,3.560897436,,
720575940640176848,720575940618475101,6,Ach,pC2lb,pC2lb,4.871794872,5.131410256,,
720575940630258003,720575940634126478,9,GABA,WED_pr02,WED-VLP-2,3.403846154,3.346153846,,
720575940617534110,720575940629133071,7,Ach,JO-A,A2,,2.310897436,,
720575940627957719,720575940644968302,12,Ach,B1-2,AVLP_pr23,3.240384615,3.144230769,2.422676282,3.192307692
720575940633044634,720575940630223052,1,GABA,WED_pr02,B1-1,3.096153846,2.169871795,,
720575940630344396,720575940619486891,2,Ach,pC2la,pMN1,5.240384615,5.224358974,,
720575940608457483,720575940638214461,18,Ach,JO-A,A2,,2.298076923,,2.304487179
720575940636471408,720575940630037073,1,Ach,AVLP_pr36/asp10a-1,AVLP_pr12,5.490384615,5.788461538,,
720575940626726021,720575940612146174,1,Ach,JO-B,B1-2,,2.663461538,,
720575940637410394,720575940649911286,7,GABA,WED_pr02,WED-VLP-1,3.147435897,3.256410256,,
720575940618342966,720575940606743170,25,GABA,WV-WV-2,WED_pr02,3.355769231,3.397435897,,
720575940626793831,720575940610653462,1,Ach,pC2lb,PVLP_pr03-2,4.945512821,5.778846154,,
720575940620422413,720575940615723077,15,Ach,JO-B,B1-5,,2.573717949,,3.178858481
720575940635282910,720575940628846966,5,Ach,B1-4,SAD_pr02,2.560897436,3.051282051,,
720575940620694015,720575940618833840,30,Ach,B1-1,WED-VLP-1,2.179487179,3.314102564,,
720575940624167093,720575940635330204,6,Ach,JO-A,WV-WV-1,,2.631410256,,
720575940604445868,720575940630057979,3,Ach,AVLP_pr36/asp10a-1,pC2la,5.365384615,5.586538462,,
720575940609816014,720575940607188036,2,Ach,JO-B,B1-1,,2.108974359,,
720575940612078511,720575940624704393,7,GABA,WED_pr02,B1-3,3.317307692,2.509615385,,
720575940631425965,720575940634829168,22,GABA,AVLP_pr01-1,vpoEN,2.621794872,3.740384615,,
720575940603930046,720575940629552170,10,Ach,aPN2,aPN2,4.307692308,3.288461538,,
720575940617431325,720575940631693610,18,Ach,B1-4,A1,2.884615385,3.823717949,2.766254579,3.896367521
720575940607059122,720575940625345328,5,Ach,JO-A,WV-WV-2,,2.996794872,,
720575940632315473,720575940606010569,3,Ach,JO-B,B1-3,,2.717948718,,
720575940630603091,720575940612078511,10,Ach,B1-2,WED_pr02,2.477564103,3.317307692,,
720575940610739666,720575940604839200,7,Ach,JO-B,B1-2,,2.423076923,,
720575940609673369,720575940634571383,1,,B1-4,WV-WV-2,2.419871795,3.5,,
720575940634228124,720575940622123981,4,Ach,JO-A,WV-WV-1,,2.326923077,,
720575940611597298,720575940622778820,21,GABA,B2,B1-7,2.634615385,2.269230769,,
720575940614840891,720575940630258003,6,Ach,B1-3,WED_pr02,2.541666667,3.403846154,,
720575940614544582,720575940632649697,17,Ach,JO-A,A2,,2.317307692,,
720575940627538947,720575940621464344,2,Ach,JO-A,JO-A,,,,
720575940616804806,720575940612153086,1,Ach,B1-5,B1-6,3.496794872,3.125,,4.153846154
720575940611864243,720575940627235386,1,Ach,B1-5,B1-u,3.365384615,2.381410256,,
720575940636910825,720575940625295339,3,Ach,pC2la,pMN1,5.673076923,5.243589744,5.722467058,5.233974359
720575940610236740,720575940621717469,19,Ach,JO-A,WV-WV-3,,2.846153846,,
720575940604201830,720575940638256949,5,GABA,WV-WV-3,JO-A,2.41025641,,,
720575940623090446,720575940612418483,11,GABA,SAD_pr02,JO-B,4.192307692,,,
720575940617668537,720575940608035374,6,Ach,JO-A,B1-7,,2.637820513,,
720575940623840589,720575940644488727,5,Ach,JO-A,SAD_pr01,,2.320512821,,
720575940622577336,720575940615930299,29,Ach,B1-5,WED_pr02,2.939102564,3.608974359,,
720575940619878485,720575940605214636,4,Ach,JO-A,WV-WV-3,,2.53525641,,
720575940609832410,720575940617431325,1,Ach,B1-5,B1-4,4.240384615,2.884615385,,2.766254579
720575940640713680,720575940630659446,7,Ach,JO-A,SAD_pr02,,2.637820513,,
720575940613034602,720575940610359758,1,Ach,AVLP_pr36/asp10a-1,pC2la,5.278846154,5.926282051,,
720575940620012253,720575940646400644,20,GABA,B2,B1-5,2.644230769,2.445512821,,
720575940637389534,720575940639811469,9,Ach,JO-A,WV-WV-3,,2.78525641,,2.675824176
720575940619508033,720575940635330204,23,Ach,JO-A,WV-WV-1,,2.631410256,,
720575940622123981,720575940621447077,30,GABA,WV-WV-1,WED-VLP-1,2.326923077,3.224358974,,
720575940619969227,720575940624872179,6,Ach,JO-B,B1-u,,2.185897436,,
720575940617362772,720575940620424472,2,Ach,AVLP_pr36/asp10a-1,AVLP_pr12,5.259615385,5.5,,
720575940617534110,720575940620649641,1,Ach,JO-A,JO-A,,,,
720575940636990005,720575940614840891,10,Ach,JO-B,B1-3,,2.541666667,,
720575940613034602,720575940641972384,4,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.278846154,5.58974359,,
720575940614927989,720575940622123981,3,Ach,JO-A,WV-WV-1,,2.326923077,,
720575940626242191,720575940628846966,7,Ach,JO-A,SAD_pr02,,3.051282051,,
720575940615930299,720575940616804806,2,GABA,WED_pr02,B1-5,3.608974359,3.496794872,,
720575940620076415,720575940628333788,3,GABA,vpoIN-2,AVLP_pr12,5.198717949,5.987179487,,5.841091779
720575940627714310,720575940615723077,4,Ach,JO-B,B1-5,,2.573717949,,3.178858481
720575940610621742,720575940645086999,2,Ach,JO-B,JO-B,,,,
720575940604805036,720575940618392912,5,Ach,JO-B,B1-5,,2.637820513,,
720575940639970392,720575940624704393,3,Ach,JO-B,B1-3,,2.509615385,,
720575940622946963,720575940644968302,23,Ach,JO-B,AVLP_pr23,,3.144230769,,3.192307692
720575940627410944,720575940634126949,25,Ach,B1-2,WED-VLP-2,2.298076923,3.333333333,,
720575940612403427,720575940638095293,1,GABA,vpoIN-1,pC2lb,4.564102564,4.929487179,,4.946714744
720575940612615833,720575940615723077,1,Ach,JO-B,B1-5,,2.573717949,,3.178858481
720575940637410394,720575940621722111,5,GABA,WED_pr02,JO-B,3.147435897,,,
720575940609513841,720575940632649697,14,GABA,WV-WV-4,A2,3.467948718,2.317307692,3.227564103,
720575940637418549,720575940622838154,18,Ach,JO-A,GF,,3.179487179,,
720575940635330204,720575940616611382,7,GABA,WV-WV-1,WED-VLP-1,2.631410256,3.176282051,,
720575940630258003,720575940630603091,1,GABA,WED_pr02,B1-2,3.403846154,2.477564103,,
720575940635217144,720575940629552170,5,Ach,JO-B,aPN2,,3.288461538,,
720575940626162378,720575940624770540,6,Ach,JO-A,JO-A,,,,
720575940635403230,720575940617034398,1,Ach,vpoEN,AVLP_pr36/asp10a-1,3.625,5.310897436,,
720575940616211013,720575940631631564,1,GABA,WED_pr02,B1-5,3.564102564,3.240384615,,
720575940611177586,720575940625984528,6,Ach,JO-A,B2,,2.150641026,,
720575940605214636,720575940627263375,3,GABA,WV-WV-3,B1-4,2.53525641,2.766025641,,
720575940616611382,720575940638095293,6,Ach,WED-VLP-1,pC2lb,3.176282051,4.929487179,,4.946714744
720575940615860061,720575940630603091,15,Ach,JO-B,B1-2,,2.477564103,,
720575940622295585,720575940632945177,1,Ach,JO-A,WV-WV-3,,2.326923077,,
720575940628837650,720575940638095293,3,Ach,AVLP_pr36/asp10a-1,pC2lb,5.333333333,4.929487179,,4.946714744
720575940618758753,720575940635981742,4,Ach,B1-2,WED_pr02,3.743589744,3.378205128,,
720575940630749523,720575940619405812,17,GABA,WED_pr02,B1-3,3.5,2.653846154,,
720575940623745869,720575940622778820,5,Ach,JO-B,B1-7,,2.269230769,,
720575940606619081,720575940620694015,9,Ach,JO-B,B1-1,,2.179487179,,
720575940623292713,720575940620392984,1,GABA,SAD_pr02,WED-VLP-1,2.211538462,3.259615385,,
720575940627046010,720575940622838154,2,Ach,JO-A,GF,,3.179487179,,
720575940644057635,720575940632084705,1,Ach,JO-B,B1-7,,2.519230769,,
720575940639241279,720575940644488727,10,Ach,B1-4,SAD_pr01,3.092948718,2.320512821,,
720575940634178656,720575940622123981,10,Ach,JO-B,WV-WV-1,,2.326923077,,
720575940618342966,720575940621148660,3,GABA,WV-WV-2,WV-WV-2,3.355769231,3.394230769,,
720575940622591049,720575940638214461,16,Ach,JO-A,A2,,2.298076923,,2.304487179
720575940609076693,720575940606336213,3,Ach,B1-4,B1-4,3.163461538,3.169871795,,
720575940620835327,720575940632998136,4,GABA,WV-WV-2,WED_pr02,3.724358974,3.541666667,,
720575940640507763,720575940631200327,1,GABA,WED_pr02,A1,3.573717949,4.294871795,,
720575940607188036,720575940619942859,2,Ach,B1-1,B1-1,2.108974359,2.060897436,,
720575940632829507,720575940621717469,2,Ach,B1-6,WV-WV-3,3.141025641,2.846153846,,
720575940613776962,720575940607188036,24,Ach,JO-B,B1-1,,2.108974359,,
720575940627195691,720575940622838154,6,Ach,JO-A,GF,,3.179487179,,
720575940627142666,720575940632945177,1,Ach,JO-A,WV-WV-3,,2.326923077,,
720575940617431325,720575940622529574,5,Ach,B1-4,WED_pr01-1,2.884615385,4.083333333,2.766254579,
720575940641972384,720575940634545294,1,Ach,AVLP_pr36/asp10a-1,pC2la,5.58974359,5.913461538,,
720575940617945246,720575940621043753,1,Ach,JO-B,B1-5,,3.147435897,,
720575940630214564,720575940618149336,3,Ach,aPN2,aPN3,4.740384615,4.974358974,,
720575940624872179,720575940621717469,12,Ach,B1-u,WV-WV-3,2.185897436,2.846153846,,
720575940631179807,720575940626793831,1,Ach,pC2lb,pC2lb,4.817307692,4.945512821,,
720575940641972384,720575940610359758,1,Ach,AVLP_pr36/asp10a-1,pC2la,5.58974359,5.926282051,,
720575940608554052,720575940638214461,5,Ach,JO-A,A2,,2.298076923,,2.304487179
720575940619302640,720575940625295339,4,Ach,pC2la,pMN1,5.955128205,5.243589744,,5.233974359
720575940627350060,720575940618003672,15,Ach,WED-VLP-2,AVLP_pr22,3.669871795,4.580128205,3.481730769,
720575940646400644,720575940632084705,8,Ach,B1-5,B1-7,2.445512821,2.519230769,,
720575940637389534,720575940625146122,67,Ach,JO-A,A2,,2.291666667,,
720575940628910235,720575940605214636,10,Ach,JO-B,WV-WV-3,,2.53525641,,
720575940634599792,720575940621558762,5,Ach,B1-5,WED_pr01-1,3.451923077,4.16025641,,
720575940617117656,720575940638095293,19,Ach,WED-VLP-2,pC2lb,3.637820513,4.929487179,,4.946714744
720575940613006590,720575940630028359,14,Ach,JO-B,B1-7,,2.451923077,,
720575940605214636,720575940603533246,20,GABA,WV-WV-3,WV-WV-3,2.53525641,2.778846154,,
720575940621431492,720575940620356545,1,Ach,pC2la,pC1d,5.762820513,5.689102564,,5.790064103
720575940642414989,720575940612523571,1,Ach,JO-B,B1-2,,2.387820513,,
720575940624594276,720575940606332629,14,Ach,JO-B,B1-1,,2.141025641,,
720575940633044634,720575940610358990,15,GABA,WED_pr02,B1-2,3.096153846,2.448717949,,
720575940644319796,720575940633300148,1,GABA,AVLP_pr02,pC2lb,4.46474359,5.173076923,3.774038462,
720575940617534110,720575940632945177,11,Ach,JO-A,WV-WV-3,,2.326923077,,
720575940608554052,720575940625146122,12,Ach,JO-A,A2,,2.291666667,,
720575940605308082,720575940606010569,5,GABA,WED_pr02,B1-3,3.362179487,2.717948718,,
720575940612078511,720575940630258003,12,GABA,WED_pr02,WED_pr02,3.317307692,3.403846154,,
720575940639049560,720575940611277293,8,Ach,JO-B,B1-1,,2.092948718,,
720575940627670032,720575940618364480,1,Ach,pC2la,pC1e,5.493589744,6.144230769,,6.227564103
720575940606010569,720575940618342966,16,Ach,B1-3,WV-WV-2,2.717948718,3.355769231,,
