Source,Target,Weight,nt_type,type_pre_baker,type_pre_lockwood,type_post_baker,type_post_lockwood
720575940630816569,720575940611674265,16,ACH,,JO-B,put_WED_pr02,WED_pr02
720575940631750687,720575940627027087,5,ACH,,JO-B,,aPN2
720575940640507763,720575940610077026,4,GABA,put_WED_pr02,WED_pr02,B1-2,B1-2
720575940627263375,720575940622838154,9,ACH,B1-4,B1-4,GF,GF
720575940621308341,720575940607055061,9,ACH,WED-VLP-1,WED-VLP-1,AVLP_pr01,AVLP_pr01-3
720575940609832410,720575940628846966,2,ACH,B1-5,B1-5,SAD_pr02,SAD_pr02
720575940635981742,720575940630258003,7,GABA,put_WED_pr02,WED_pr02,WED_pr02,WED_pr02
720575940618342966,720575940605308082,4,GABA,WV-WV-2,WV-WV-2,put_WED_pr02,WED_pr02
720575940629065154,720575940613422860,9,GLUT,B2,B2,B1,B1-7
720575940623547685,720575940622969528,1,ACH,WED-VLP-1,WED-VLP-1,put_WED-VLP,WED-VLP-1
720575940614927989,720575940637410394,3,ACH,,JO-A,WED_pr02,WED_pr02
720575940619302640,720575940630057979,1,ACH,pC2la,pC2la,pC2la,pC2la
720575940604531229,720575940623233238,1,ACH,,JO-B,B1-5,B1-5
720575940618342966,720575940609927653,14,GABA,WV-WV-2,WV-WV-2,WED-VLP-2,WED-VLP-2
720575940623745869,720575940630223052,12,ACH,,JO-B,B1-1,B1-1
720575940628837650,720575940654167201,2,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,PVLP_pr03,PVLP_pr03-2
720575940619415679,720575940619688688,2,ACH,,vpoEN,AVLP_pr36,AVLP_pr36/asp10a-1
720575940632715359,720575940623322877,6,ACH,B1-2,B1-2,WV-WV-1,WV-WV-1
720575940632715359,720575940623322877,6,ACH,B1-2,B1-2,WV-WV-1,WV-WV-1
720575940617517661,720575940624704393,8,ACH,,JO-B,B1-3,B1-3
720575940638095293,720575940630057979,5,ACH,pC2lb,pC2lb,pC2la,pC2la
720575940628584783,720575940624875018,1,ACH,WED_pr01,WED_pr01-2,WED_pr01,WED_pr01-1
720575940645086999,720575940613311151,2,ACH,,JO-B,B2,B2
720575940622065432,720575940623322877,2,GABA,AVLP_pr01,AVLP_pr01-1,WV-WV-1,WV-WV-1
720575940644319796,720575940627496829,3,GABA,AVLP_pr02,AVLP_pr02,pMN2,pMN2
720575940634830175,720575940622577336,2,ACH,,JO-B,B1-5,B1-5
720575940623401128,720575940621043753,14,ACH,,JO-B,B1-5,B1-5
720575940622969528,720575940628489516,7,ACH,put_WED-VLP,WED-VLP-1,AVLP_pr01,AVLP_pr01-1
720575940636537663,720575940634877850,3,ACH,,JO-B,B1-5,B1-5
720575940610116581,720575940630131218,4,GABA,IPS_pr02,IPS_pr02,B1,B1-6
720575940612146174,720575940631153194,1,ACH,B1-2,B1-2,AVLP_pr23,AVLP_pr23
720575940629199146,720575940627496829,9,GABA,vpoIN,vpoIN-1,pMN2,pMN2
720575940623322877,720575940631153194,1,GABA,WV-WV-1,WV-WV-1,AVLP_pr23,AVLP_pr23
720575940622699196,720575940633044634,1,ACH,WED-VLP-2,WED-VLP-2,WED_pr02,WED_pr02
720575940613956767,720575940610358990,1,ACH,,JO-B,B1-2,B1-2
720575940611864243,720575940631631564,5,ACH,B1-5,B1-5,B1-5,B1-5
720575940634126478,720575940627709801,8,ACH,WED-VLP-2,WED-VLP-2,AVLP_pr01,AVLP_pr01-3
720575940623787495,720575940613943413,4,ACH,WED-VLP-1,WED-VLP-1,WED-VLP-2,WED-VLP-2
720575940622699196,720575940603683505,31,ACH,WED-VLP-2,WED-VLP-2,AVLP_pr01,AVLP_pr01-2
720575940619249031,720575940648981881,21,ACH,WED-VLP-1,WED-VLP-1,AVLP_pr32,AVLP_pr32
720575940623547685,720575940628489516,17,ACH,WED-VLP-1,WED-VLP-1,AVLP_pr01,AVLP_pr01-1
720575940623787495,720575940634829168,7,ACH,WED-VLP-1,WED-VLP-1,,vpoEN
720575940628489516,720575940603186790,17,GABA,AVLP_pr01,AVLP_pr01-1,WED-VLP-1,WED-VLP-1
720575940623437180,720575940644252951,5,ACH,put_AVLP_pr36,AVLP_pr36/asp10a-2,put_AVLP_pr36,AVLP_pr36/asp10a-2
720575940626042499,720575940619249031,16,GABA,AVLP_pr01,AVLP_pr01-2,WED-VLP-1,WED-VLP-1
720575940641400224,720575940623725972,5,ACH,WED-VLP-1,WED-VLP-1,pC2lb,pC2lb
720575940613917042,720575940611091012,2,ACH,put_AVLP_pr22,AVLP_pr22,put_PVLP_pr03,PVLP_pr03-3
720575940621447077,720575940648981881,13,ACH,put_WED-VLP,WED-VLP-1,AVLP_pr32,AVLP_pr32
720575940633033567,720575940623725972,9,GABA,put_vpoIN,vpoIN-1,pC2lb,pC2lb
720575940622065432,720575940629133071,24,GABA,AVLP_pr01,AVLP_pr01-1,,A2
720575940623787495,720575940628489516,35,ACH,WED-VLP-1,WED-VLP-1,AVLP_pr01,AVLP_pr01-1
720575940603186790,720575940623725972,14,ACH,WED-VLP-1,WED-VLP-1,pC2lb,pC2lb
720575940623787495,720575940627827450,7,ACH,WED-VLP-1,WED-VLP-1,put_AVLP_pr31,AVLP_pr31
720575940641400224,720575940621447077,9,ACH,WED-VLP-1,WED-VLP-1,put_WED-VLP,WED-VLP-1
720575940629133071,720575940649911286,43,ACH,,A2,WED-VLP-1,WED-VLP-1
720575940613943413,720575940628489516,17,ACH,WED-VLP-2,WED-VLP-2,AVLP_pr01,AVLP_pr01-1
720575940616941201,720575940632109775,5,ACH,put_AVLP_pr18,AVLP_pr18-1,put_AVLP_pr18,AVLP_pr18-1
720575940623787495,720575940620929416,48,ACH,WED-VLP-1,WED-VLP-1,AVLP_pr01,AVLP_pr01-2
720575940627174247,720575940617353433,6,ACH,WED-VLP-1,WED-VLP-1,AVLP_pr32,AVLP_pr32
720575940634829168,720575940633300148,12,ACH,,vpoEN,pC2lb,pC2lb
720575940633057943,720575940644968302,2,ACH,,JO-A,put_AVLP_pr23,AVLP_pr23
720575940623322877,720575940621447077,52,GABA,WV-WV-1,WV-WV-1,put_WED-VLP,WED-VLP-1
720575940628267264,720575940630258003,2,GABA,WED_pr02,WED_pr02,WED_pr02,WED_pr02
720575940622065432,720575940634829168,1,GABA,AVLP_pr01,AVLP_pr01-1,,vpoEN
720575940609996773,720575940617034398,3,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr36,AVLP_pr36/asp10a-1
720575940635330204,720575940614450774,4,GABA,WV-WV-1,WV-WV-1,B1-2,B1-2
720575940610358990,720575940644968302,5,ACH,B1-2,B1-2,put_AVLP_pr23,AVLP_pr23
720575940626990086,720575940620833974,4,ACH,,aPN3,,aPN2
720575940616748756,720575940625597317,1,GLUT,,aPN3,,aPN2
720575940628267264,720575940606010569,5,GABA,WED_pr02,WED_pr02,B1-3,B1-3
720575940622295585,720575940619783518,1,ACH,,JO-A,AVLP_pr01,AVLP_pr01-1
720575940632522848,720575940619486891,21,ACH,pC2la,pC2la,pMN1,pMN1
720575940623725972,720575940632522848,1,ACH,pC2lb,pC2lb,pC2la,pC2la
720575940619878485,720575940624571116,8,ACH,,JO-A,,SAD_pr01
720575940622699196,720575940634829168,1,ACH,WED-VLP-2,WED-VLP-2,,vpoEN
720575940639397747,720575940620731631,4,ACH,,JO-B,B1-5,B1-5
720575940624732260,720575940638666473,13,GABA,put_IPS_pr01,IPS_pr01-2,put_WED_pr01,WED_pr01-2
720575940602914988,720575940632670434,11,GABA,AVLP_pr01,AVLP_pr01-1,put_AVLP_pr01,AVLP_pr01-2
720575940617884736,720575940609076693,14,GABA,SAD_pr02,SAD_pr02,B1-4,B1-4
720575940629244357,720575940633300148,7,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,pC2lb,pC2lb
720575940618392912,720575940619491828,9,ACH,B1-5,B1-5,put_WED_pr01,WED_pr01-1
720575940635237727,720575940630603091,5,ACH,,JO-B,B1-2,B1-2
720575940603186790,720575940628489516,27,ACH,WED-VLP-1,WED-VLP-1,AVLP_pr01,AVLP_pr01-1
720575940619405812,720575940605095346,1,ACH,B1-3,B1-3,WV-WV-2,WV-WV-2
720575940623322877,720575940622699196,13,GABA,WV-WV-1,WV-WV-1,WED-VLP-2,WED-VLP-2
720575940630131218,720575940627632428,8,ACH,B1,B1-6,IPS_pr01,IPS_pr01-1
720575940603533246,720575940616313942,79,GABA,WV-WV-3,WV-WV-3,A1,A1
720575940627718394,720575940631179807,2,GABA,put_vpoIN,vpoIN-1,pC2lb,pC2lb
720575940624087283,720575940634571383,4,ACH,B1-5,B1-5,WV-WV-2,WV-WV-2
720575940604201830,720575940632945177,1,GABA,WV-WV-3,WV-WV-3,WV-WV-3,WV-WV-3
720575940636679989,720575940618342966,30,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940616748756,720575940610116581,1,GLUT,,aPN3,IPS_pr02,IPS_pr02
720575940640169947,720575940620694015,1,ACH,,JO-B,put_B1,B1-1
720575940616633925,720575940645497140,6,ACH,B1-5,B1-5,SAD_pr02,SAD_pr02
720575940608457483,720575940622123981,9,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940617197057,720575940616804806,2,GABA,SAD_pr02,SAD_pr02,B1-5,B1-5
720575940633300148,720575940619675712,7,ACH,pC2lb,pC2lb,pC2la,pC2la
720575940623322877,720575940644968302,1,GABA,WV-WV-1,WV-WV-1,put_AVLP_pr23,AVLP_pr23
720575940625146122,720575940609927141,7,ACH,,A2,WED-VLP-1,WED-VLP-1
720575940639205198,720575940622004106,2,ACH,B1-5,B1-5,B1,B1-7
720575940607367125,720575940633040097,6,ACH,,JO-A,SAD_pr02,SAD_pr02
720575940623322877,720575940644968302,1,GABA,WV-WV-1,WV-WV-1,put_AVLP_pr23,AVLP_pr23
720575940617938772,720575940624087283,7,ACH,,JO-B,B1-5,B1-5
720575940607059122,720575940629283659,2,ACH,,JO-A,AVLP_pr01,AVLP_pr01-1
720575940617884736,720575940615723077,3,GABA,SAD_pr02,SAD_pr02,B1-5,B1-5
720575940611335859,720575940607367125,4,GABA,SAD_pr02,SAD_pr02,,JO-A
720575940618342966,720575940606010569,1,GABA,WV-WV-2,WV-WV-2,B1-3,B1-3
720575940622065432,720575940635330204,24,GABA,AVLP_pr01,AVLP_pr01-1,WV-WV-1,WV-WV-1
720575940627939177,720575940622577336,1,GABA,SAD_pr02,SAD_pr02,B1-5,B1-5
720575940633033567,720575940634866586,10,GABA,put_vpoIN,vpoIN-1,pC1e,pC1e
720575940634126949,720575940637410394,19,ACH,WED-VLP-2,WED-VLP-2,WED_pr02,WED_pr02
720575940618524481,720575940608432760,7,ACH,B1,B1-u,SAD_pr02,SAD_pr02
720575940613682911,720575940644488727,2,ACH,,JO-A,,SAD_pr01
720575940632229457,720575940625984528,4,ACH,,JO-B,B2,B2
720575940634299071,720575940622254375,1,GABA,put_WED_pr02,WED_pr02,B1-2,B1-2
720575940628910095,720575940618342966,19,ACH,B1-3,B1-3,WV-WV-2,WV-WV-2
720575940632812867,720575940635330204,3,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940632998136,720575940605095346,2,GABA,WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940631153194,720575940631200327,5,ACH,AVLP_pr23,AVLP_pr23,A1,A1
720575940618475101,720575940623725972,2,ACH,pC2lb,pC2lb,pC2lb,pC2lb
720575940636679989,720575940630603091,2,ACH,B1-2,B1-2,B1-2,B1-2
720575940634228124,720575940631153194,2,ACH,,JO-A,AVLP_pr23,AVLP_pr23
720575940637834301,720575940633300148,3,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,pC2lb,pC2lb
720575940611091012,720575940611694545,1,GABA,put_PVLP_pr03,PVLP_pr03-3,AVLP_pr31,AVLP_pr31
720575940643903904,720575940632945177,5,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940620356557,720575940637175349,2,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr36,AVLP_pr36/asp10a-1
720575940640507763,720575940605095346,1,GABA,put_WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940610236740,720575940642063245,6,ACH,,JO-A,,JO-A
720575940622123981,720575940619583749,8,GABA,WV-WV-1,WV-WV-1,AVLP_pr02,AVLP_pr02
720575940606336213,720575940612001489,2,ACH,B1-4,B1-4,A1,A1
720575940615930299,720575940606743170,4,GABA,WED_pr02,WED_pr02,put_WED_pr02,WED_pr02
720575940613682911,720575940623987982,2,ACH,,JO-A,AVLP_pr01,AVLP_pr01-1
720575940630214564,720575940629552170,8,ACH,,aPN2,,aPN2
720575940616313942,720575940622838154,1,ACH,A1,A1,GF,GF
720575940609289284,720575940644968302,6,ACH,,JO-B,put_AVLP_pr23,AVLP_pr23
720575940627142666,720575940622123981,6,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940610504750,720575940629513478,4,ACH,put_AVLP_pr11,AVLP_pr11,AVLP_pr04,AVLP_pr04
720575940627453778,720575940630223052,3,ACH,,JO-B,B1-1,B1-1
720575940631631564,720575940623233238,1,ACH,B1-5,B1-5,B1-5,B1-5
720575940634877850,720575940623233238,1,ACH,B1-5,B1-5,B1-5,B1-5
720575940604445868,720575940641972384,1,ACH,put_AVLP_pr36,AVLP_pr36/asp10a-1,put_AVLP_pr36,AVLP_pr36/asp10a-1
720575940610455781,720575940630344396,2,ACH,pC2la,pC2la,pC2la,pC2la
720575940604839200,720575940635330204,13,ACH,B1-2,B1-2,WV-WV-1,WV-WV-1
720575940625887631,720575940621148660,1,GABA,WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940623322877,720575940634299071,4,GABA,WV-WV-1,WV-WV-1,put_WED_pr02,WED_pr02
720575940635981742,720575940634571383,4,GABA,put_WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940634830175,720575940618066415,11,ACH,,JO-B,B1-3,B1-3
720575940618056753,720575940629283659,11,ACH,,JO-A,AVLP_pr01,AVLP_pr01-1
720575940639049560,720575940620694015,13,ACH,,JO-B,put_B1,B1-1
720575940642412941,720575940620835327,8,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940617407929,720575940612523571,2,ACH,,JO-B,B1-2,B1-2
720575940621308341,720575940627642818,42,ACH,WED-VLP-1,WED-VLP-1,AVLP_pr01,AVLP_pr01-2
720575940604839200,720575940634299071,3,ACH,B1-2,B1-2,put_WED_pr02,WED_pr02
720575940625194558,720575940621558762,1,GABA,PVLP_pr03,PVLP_pr03-3,put_WED_pr01,WED_pr01-1
720575940633044634,720575940618856896,4,GABA,WED_pr02,WED_pr02,,JO-B
720575940617034398,720575940617362772,4,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr36,AVLP_pr36/asp10a-1
720575940627538947,720575940631425965,2,ACH,,JO-A,AVLP_pr01,AVLP_pr01-1
720575940625866789,720575940620012253,12,ACH,,JO-B,B2,B2
720575940621791664,720575940644968302,6,ACH,,JO-A,put_AVLP_pr23,AVLP_pr23
720575940612146174,720575940612078511,9,ACH,B1-2,B1-2,put_WED_pr02,WED_pr02
720575940605214636,720575940618599277,32,GABA,WV-WV-3,WV-WV-3,B1-4,B1-4
720575940604839200,720575940634299071,1,ACH,B1-2,B1-2,put_WED_pr02,WED_pr02
720575940604054188,720575940614018060,1,ACH,,JO-B,IPS_pr02,IPS_pr02
720575940628528377,720575940618364480,3,GABA,vpoIN,vpoIN-1,pC1e,pC1e
720575940606332629,720575940621447077,2,ACH,B1-1,B1-1,put_WED-VLP,WED-VLP-1
720575940624670759,720575940634701407,2,ACH,,JO-A,B1,B1-7
720575940623322877,720575940635330204,2,GABA,WV-WV-1,WV-WV-1,WV-WV-1,WV-WV-1
720575940622342569,720575940613311151,8,ACH,,JO-B,B2,B2
720575940637079667,720575940634371941,1,ACH,AVLP_pr12,AVLP_pr12,AVLP_pr12,AVLP_pr12
720575940611177586,720575940614310802,3,ACH,,JO-A,B1-4,B1-4
720575940612146174,720575940605095346,4,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940630223052,720575940621447077,64,ACH,B1-1,B1-1,put_WED-VLP,WED-VLP-1
720575940614018060,720575940626153488,17,GABA,IPS_pr02,IPS_pr02,B1,B1-6
720575940630925330,720575940614840891,9,ACH,,JO-B,B1-3,B1-3
720575940627642818,720575940625989904,15,GABA,AVLP_pr01,AVLP_pr01-2,WED-VLP-1,WED-VLP-1
720575940621431492,720575940619486891,3,ACH,pC2la,pC2la,pMN1,pMN1
720575940605214636,720575940604201830,4,GABA,WV-WV-3,WV-WV-3,WV-WV-3,WV-WV-3
720575940627957719,720575940618342966,26,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940612647166,720575940621043753,2,ACH,,JO-B,B1-5,B1-5
720575940610358990,720575940625345328,6,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940620731631,720575940621558762,11,ACH,B1-5,B1-5,put_WED_pr01,WED_pr01-1
720575940629938487,720575940635403230,5,GABA,WED_pr02,WED_pr02,,vpoEN
720575940637389534,720575940641545888,4,ACH,,JO-A,WV-WV-3,WV-WV-4
720575940609513841,720575940629133071,9,GABA,WV-WV-3,WV-WV-4,,A2
720575940611988391,720575940624015459,5,ACH,B1,B1-7,IPS_pr01,IPS_pr01-1
720575940614280554,720575940627201579,11,SER,,JO-A,WV-WV-3,WV-WV-3
720575940635282910,720575940622838154,27,ACH,B1-4,B1-4,GF,GF
720575940623725972,720575940627719294,2,ACH,pC2lb,pC2lb,AVLP_pr36,AVLP_pr36/asp10a-1
720575940627538947,720575940622123981,7,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940622295585,720575940621835246,3,ACH,,JO-A,put_WED_pr02,WED_pr02
720575940620694015,720575940637410394,1,ACH,put_B1,B1-1,WED_pr02,WED_pr02
720575940612078511,720575940620835327,4,GABA,put_WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940623292713,720575940632945177,9,GABA,put_SAD_pr02,SAD_pr02,WV-WV-3,WV-WV-3
720575940637919551,720575940619942859,5,ACH,,JO-B,B1-1,B1-1
720575940627352595,720575940616809401,8,ACH,,JO-B,B1-1,B1-1
720575940622295585,720575940602914988,7,ACH,,JO-A,AVLP_pr01,AVLP_pr01-1
720575940608432760,720575940628016983,8,GABA,SAD_pr02,SAD_pr02,B1-5,B1-5
720575940619302640,720575940629513478,8,ACH,pC2la,pC2la,AVLP_pr04,AVLP_pr04
720575940630659446,720575940628054760,5,GABA,SAD_pr02,SAD_pr02,,JO-A
720575940627201579,720575940632945177,7,GABA,WV-WV-3,WV-WV-3,WV-WV-3,WV-WV-3
720575940630603091,720575940620835327,2,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940621835246,720575940611674265,1,GABA,put_WED_pr02,WED_pr02,put_WED_pr02,WED_pr02
720575940629316152,720575940628584783,5,GABA,put_IPS_pr01,IPS_pr01-2,WED_pr01,WED_pr01-2
720575940627046010,720575940644488727,15,ACH,,JO-A,,SAD_pr01
720575940621043753,720575940618409797,1,ACH,B1-5,B1-5,B1-5,B1-5
720575940610236740,720575940625146122,9,ACH,,JO-A,,A2
720575940612585577,720575940617431325,8,ACH,,JO-B,B1-4,B1-4
720575940641545888,720575940632649697,5,GABA,WV-WV-3,WV-WV-4,A2,A2
720575940633044634,720575940610358990,9,GABA,WED_pr02,WED_pr02,B1-2,B1-2
720575940619688688,720575940618475101,4,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,pC2lb,pC2lb
720575940625587970,720575940609630357,11,ACH,,JO-B,IPS_pr01,IPS_pr01-2
720575940624704393,720575940630749523,4,ACH,B1-3,B1-3,WED_pr02,WED_pr02
720575940604054188,720575940622778820,3,ACH,,JO-B,B1,B1-7
720575940628910095,720575940634571383,2,ACH,B1-3,B1-3,WV-WV-2,WV-WV-2
720575940621835246,720575940614450774,1,GABA,put_WED_pr02,WED_pr02,B1-2,B1-2
720575940620622785,720575940612523571,9,ACH,,JO-B,B1-2,B1-2
720575940640507763,720575940611674265,1,GABA,put_WED_pr02,WED_pr02,put_WED_pr02,WED_pr02
720575940605755424,720575940618524481,11,ACH,,JO-B,B1,B1-u
720575940607059122,720575940632945177,10,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940608457483,720575940625146122,9,ACH,,JO-A,,A2
720575940633301217,720575940621835246,1,ACH,,JO-B,put_WED_pr02,WED_pr02
720575940610358990,720575940623987982,4,ACH,B1-2,B1-2,AVLP_pr01,AVLP_pr01-1
720575940613422860,720575940605214636,6,ACH,B1,B1-7,WV-WV-3,WV-WV-3
720575940625295339,720575940620356545,2,ACH,pMN1,pMN1,pC1d,pC1d
720575940632649697,720575940638214461,3,ACH,A2,A2,A2,A2
720575940620980323,720575940632945177,9,ACH,B1-4,B1-4,WV-WV-3,WV-WV-3
720575940618524481,720575940627235386,4,ACH,B1,B1-u,B1,B1-u
720575940613304883,720575940621835246,2,ACH,,JO-A,put_WED_pr02,WED_pr02
720575940634877850,720575940617882397,3,ACH,B1-5,B1-5,B1-5,B1-5
720575940623987982,720575940622123981,1,GABA,AVLP_pr01,AVLP_pr01-1,WV-WV-1,WV-WV-1
720575940609076693,720575940632499757,5,ACH,B1-4,B1-4,GF,GF
720575940610455781,720575940625295339,22,ACH,pC2la,pC2la,pMN1,pMN1
720575940619405812,720575940618342966,5,ACH,B1-3,B1-3,WV-WV-2,WV-WV-2
720575940630131218,720575940616748756,1,ACH,B1,B1-6,,aPN3
720575940644635172,720575940621043753,1,ACH,,JO-B,B1-5,B1-5
720575940614310802,720575940631200327,9,ACH,B1-4,B1-4,A1,A1
720575940614840891,720575940621148660,35,ACH,B1-3,B1-3,WV-WV-2,WV-WV-2
720575940619969227,720575940630277175,9,ACH,,JO-B,B1-5,B1-5
720575940610358990,720575940628267264,9,ACH,B1-2,B1-2,WED_pr02,WED_pr02
720575940624795017,720575940644968302,13,ACH,B1,B1-u,put_AVLP_pr23,AVLP_pr23
720575940620356545,720575940618364480,5,ACH,pC1d,pC1d,pC1e,pC1e
720575940633057943,720575940622699196,5,ACH,,JO-A,WED-VLP-2,WED-VLP-2
720575940624087283,720575940625345328,2,ACH,B1-5,B1-5,WV-WV-2,WV-WV-2
720575940605214636,720575940620859886,5,GABA,WV-WV-3,WV-WV-3,SAD_pr02,SAD_pr02
720575940606010569,720575940631153194,5,ACH,B1-3,B1-3,AVLP_pr23,AVLP_pr23
720575940620356557,720575940635130905,2,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr12,AVLP_pr12
720575940620195719,720575940631153194,6,GABA,AVLP_pr01,AVLP_pr01-1,AVLP_pr23,AVLP_pr23
720575940610358990,720575940624704393,2,ACH,B1-2,B1-2,B1-3,B1-3
720575940619415679,720575940625295339,8,ACH,,vpoEN,pMN1,pMN1
720575940628910095,720575940612078511,44,ACH,B1-3,B1-3,put_WED_pr02,WED_pr02
720575940614847906,720575940614310802,1,ACH,,JO-B,B1-4,B1-4
720575940625587970,720575940634877850,3,ACH,,JO-B,B1-5,B1-5
720575940611597298,720575940622004106,28,GABA,B2,B2,B1,B1-7
720575940622978823,720575940622838154,8,ACH,,JO-B,GF,GF
720575940616748756,720575940620833974,2,GLUT,,aPN3,,aPN2
720575940611277293,720575940619942859,2,ACH,B1-1,B1-1,B1-1,B1-1
720575940621148660,720575940606743170,2,GABA,WV-WV-2,WV-WV-2,put_WED_pr02,WED_pr02
720575940621148660,720575940637410394,1,GABA,WV-WV-2,WV-WV-2,WED_pr02,WED_pr02
720575940628467462,720575940622838154,5,ACH,,JO-B,GF,GF
720575940614190242,720575940617575760,11,ACH,,aPN2,IPS_pr01,IPS_pr01-1
720575940632692378,720575940630028359,21,ACH,,JO-B,B1,B1-7
720575940626153488,720575940646341486,2,ACH,B1,B1-6,B1,B1-6
720575940625972624,720575940623233238,5,ACH,,JO-B,B1-5,B1-5
720575940633044634,720575940605095346,5,GABA,WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940640176848,720575940620931348,2,ACH,pC2lb,pC2lb,pC2lc,pC2lc
720575940609996773,720575940646518382,4,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,pC1d,pC1d
720575940616809401,720575940622123981,3,ACH,B1-1,B1-1,WV-WV-1,WV-WV-1
720575940615540841,720575940611277293,13,SER,,JO-B,B1-1,B1-1
720575940637410394,720575940604839200,9,GABA,WED_pr02,WED_pr02,B1-2,B1-2
720575940624872179,720575940637410394,16,ACH,B1,B1-u,WED_pr02,WED_pr02
720575940617575760,720575940624473918,2,GABA,IPS_pr01,IPS_pr01-1,WED_pr01,WED_pr01-1
720575940640841268,720575940613380914,12,ACH,,JO-B,B1-4,B1-4
720575940643903904,720575940624428728,3,ACH,,JO-A,,JO-A
720575940631425965,720575940632649697,1,GABA,AVLP_pr01,AVLP_pr01-1,A2,A2
720575940630277175,720575940615930299,15,ACH,B1-5,B1-5,WED_pr02,WED_pr02
720575940621540586,720575940627957719,5,GABA,put_WED_pr02,WED_pr02,B1-2,B1-2
720575940625466387,720575940620833974,4,GLUT,,aPN3,,aPN2
720575940617431325,720575940621717469,3,ACH,B1-4,B1-4,WV-WV-3,WV-WV-3
720575940633044634,720575940635330204,20,GABA,WED_pr02,WED_pr02,WV-WV-1,WV-WV-1
720575940603903264,720575940609832410,5,GLUT,,aPN3,B1-5,B1-5
720575940610077026,720575940634508174,4,ACH,B1-2,B1-2,AVLP_pr01,AVLP_pr01-1
720575940629133071,720575940603186790,8,ACH,,A2,WED-VLP-1,WED-VLP-1
720575940629350394,720575940618599277,5,ACH,,JO-B,B1-4,B1-4
720575940620859886,720575940642414989,6,GABA,SAD_pr02,SAD_pr02,,JO-B
720575940635330204,720575940622609678,37,GABA,WV-WV-1,WV-WV-1,WED-VLP-2,WED-VLP-2
720575940623304906,720575940607254723,6,ACH,put_WED-VLP,WED-VLP-1,put_AVLP_pr31,AVLP_pr31
720575940633524443,720575940610116581,14,ACH,,JO-B,IPS_pr02,IPS_pr02
720575940617884736,720575940620392984,1,GABA,SAD_pr02,SAD_pr02,WED-VLP-1,WED-VLP-1
720575940627939177,720575940630603091,4,GABA,SAD_pr02,SAD_pr02,B1-2,B1-2
720575940639405912,720575940627410944,2,ACH,,JO-B,B1-2,B1-2
720575940643903904,720575940625146122,10,ACH,,JO-A,,A2
720575940609927141,720575940627642818,19,ACH,WED-VLP-1,WED-VLP-1,AVLP_pr01,AVLP_pr01-2
720575940634829168,720575940619486891,1,ACH,,vpoEN,pMN1,pMN1
720575940633300148,720575940617034398,2,ACH,pC2lb,pC2lb,AVLP_pr36,AVLP_pr36/asp10a-1
720575940615387846,720575940618066415,5,ACH,,JO-B,B1-3,B1-3
720575940623725972,720575940613034602,2,ACH,pC2lb,pC2lb,AVLP_pr36,AVLP_pr36/asp10a-1
720575940615635037,720575940615592409,1,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr36,AVLP_pr36/asp10a-1
720575940605209521,720575940644968302,8,ACH,,JO-B,put_AVLP_pr23,AVLP_pr23
720575940615222201,720575940622838154,3,ACH,,JO-B,GF,GF
720575940634829168,720575940613034602,1,ACH,,vpoEN,AVLP_pr36,AVLP_pr36/asp10a-1
720575940642412941,720575940625345328,8,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940627410944,720575940633044634,42,ACH,B1-2,B1-2,WED_pr02,WED_pr02
720575940619405812,720575940620581748,18,ACH,B1-3,B1-3,put_WED_pr02,WED_pr02
720575940607188036,720575940629954724,23,ACH,B1-1,B1-1,WED-VLP-1,WED-VLP-1
720575940630749523,720575940619405812,12,GABA,WED_pr02,WED_pr02,B1-3,B1-3
720575940615750318,720575940632945177,9,SER,,JO-A,WV-WV-3,WV-WV-3
