Id,Label,NT2026 (FAFB and BANC),layer_mean[z],Across-hemi_layer_mean
720575940619465131,JO-A,Ach,,
720575940629237036,JO-A,Ach,,
720575940615676334,JO-A,Ach,,
720575940621791664,JO-A,Ach,,
720575940607208114,JO-A,Ach,,
720575940613304883,JO-A,Ach,,
720575940615241010,JO-A,Ach,,
720575940624167093,JO-A,Ach,,
720575940617668537,JO-A,Ach,,
720575940614866242,JO-A,Ach,,
720575940632812867,JO-A,Ach,,
720575940610236740,JO-A,Ach,,
720575940609691075,JO-A,Ach,,
720575940623587780,JO-A,Ach,,
720575940631463495,JO-A,Ach,,
720575940626162378,JO-A,Ach,,
720575940639375182,JO-A,Ach,,
720575940640713680,JO-A,Ach,,
720575940619878485,JO-A,Ach,,
720575940630534615,JO-A,Ach,,
720575940622706653,JO-A,Ach,,
720575940637389534,JO-A,Ach,,
720575940614332899,JO-A,Ach,,
720575940628054760,JO-A,Ach,,
720575940632022888,JO-A,Ach,,
720575940614280554,JO-A,Ach,,
720575940624770540,JO-A,Ach,,
720575940621870576,JO-A,Ach,,
720575940630721910,JO-A,Ach,,
720575940618851963,JO-A,Ach,,
720575940627106173,JO-A,Ach,,
720575940639742627,JO-A,Ach,,
720575940615041064,JO-A,Ach,,
720575940615750318,JO-A,Ach,,
720575940630211127,JO-A,Ach,,
720575940608487772,JO-A,Ach,,
720575940624832231,JO-A,Ach,,
720575940627046010,JO-A,Ach,,
720575940621340429,JO-A,Ach,,
720575940617534110,JO-A,Ach,,
720575940620649641,JO-A,Ach,,
720575940632669741,JO-A,Ach,,
720575940638256949,JO-A,Ach,,
720575940630017603,JO-A,Ach,,
720575940630018115,JO-A,Ach,,
720575940622591049,JO-A,Ach,,
720575940606612937,JO-A,Ach,,
720575940607367125,JO-A,Ach,,
720575940620745825,JO-A,Ach,,
720575940629044071,JO-A,Ach,,
720575940627538947,JO-A,Ach,,
720575940628356358,JO-A,Ach,,
720575940626949513,JO-A,Ach,,
720575940627142666,JO-A,Ach,,
720575940608457483,JO-A,Ach,,
720575940642163341,JO-A,Ach,,
720575940626242191,JO-A,Ach,,
720575940627442197,JO-A,Ach,,
720575940633057943,JO-A,Ach,,
720575940621464344,JO-A,Ach,,
720575940625227672,JO-A,Ach,,
720575940624670759,JO-A,Ach,,
720575940623189799,JO-A,Ach,,
720575940627195691,JO-A,Ach,,
720575940619694512,JO-A,Ach,,
720575940618056753,JO-A,Ach,,
720575940607059122,JO-A,Ach,,
720575940637418549,JO-A,Ach,,
720575940621110454,JO-A,Ach,,
720575940618770625,JO-A,Ach,,
720575940619508033,JO-A,Ach,,
720575940608554052,JO-A,Ach,,
720575940614544582,JO-A,Ach,,
720575940620322753,JO-A,Ach,,
720575940626164938,JO-A,Ach,,
720575940625917386,JO-A,Ach,,
720575940623840589,JO-A,Ach,,
720575940631156431,JO-A,Ach,,
720575940628769239,JO-A,Ach,,
720575940613682911,JO-A,Ach,,
720575940634414959,JO-A,Ach,,
720575940611177586,JO-A,Ach,,
720575940614927989,JO-A,Ach,,
720575940626522620,JO-A,Ach,,
720575940629450366,JO-A,Ach,,
720575940640820788,JO-B,Ach,,
720575940623490794,JO-B,Ach,,
720575940623357675,JO-B,Ach,,
720575940638811507,JO-B,Ach,,
720575940616336245,JO-B,Ach,,
720575940616786315,JO-B,Ach,,
720575940608876471,JO-B,Ach,,
720575940625910714,JO-B,Ach,,
720575940626741265,JO-B,Ach,,
720575940631750687,JO-B,Ach,,
720575940644635172,JO-B,Ach,,
720575940625866789,JO-B,Ach,,
720575940613696552,JO-B,Ach,,
720575940631469098,JO-B,Ach,,
720575940632288815,JO-B,Ach,,
720575940625023024,JO-B,Ach,,
720575940618847281,JO-B,Ach,,
720575940640817204,JO-B,Ach,,
720575940618953270,JO-B,Ach,,
720575940640836660,JO-B,Ach,,
720575940640841268,JO-B,Ach,,
720575940640843316,JO-B,Ach,,
720575940624111177,JO-B,Ach,,
720575940616793174,JO-B,Ach,,
720575940628315232,JO-B,Ach,,
720575940622857827,JO-B,Ach,,
720575940626258532,JO-B,Ach,,
720575940612585577,JO-B,Ach,,
720575940636276336,JO-B,Ach,,
720575940635278455,JO-B,Ach,,
720575940610753656,JO-B,Ach,,
720575940642108557,JO-B,Ach,,
720575940622946963,JO-B,Ach,,
720575940617066653,JO-B,Ach,,
720575940617945246,JO-B,Ach,,
720575940623401128,JO-B,Ach,,
720575940608875703,JO-B,Ach,,
720575940608893623,JO-B,Ach,,
720575940616612025,JO-B,Ach,,
720575940624065724,JO-B,Ach,,
720575940607944384,JO-B,Ach,,
720575940607947456,JO-B,Ach,,
720575940620587713,JO-B,Ach,,
720575940630960325,JO-B,Ach,,
720575940606850761,JO-B,Ach,,
720575940632618700,JO-B,Ach,,
720575940617457881,JO-B,Ach,,
720575940612956378,JO-B,Ach,,
720575940633524443,JO-B,Ach,,
720575940633301217,JO-B,Ach,,
720575940623805159,JO-B,Ach,,
720575940629860089,JO-B,Ach,,
720575940630916347,JO-B,Ach,,
720575940613622014,JO-B,Ach,,
720575940612647166,JO-B,Ach,,
720575940628698371,JO-B,Ach,,
720575940628957443,JO-B,Ach,,
720575940621077253,JO-B,Ach,,
720575940627714310,JO-B,Ach,,
720575940620422413,JO-B,Ach,,
720575940631448338,JO-B,Ach,,
720575940617110306,JO-B,Ach,,
720575940623562534,JO-B,Ach,,
720575940623290153,JO-B,Ach,,
720575940623301417,JO-B,Ach,,
720575940631470378,JO-B,Ach,,
720575940630816569,JO-B,Ach,,
720575940616413509,JO-B,Ach,,
720575940624116553,JO-B,Ach,,
720575940617972052,JO-B,Ach,,
720575940613469545,JO-B,Ach,,
720575940630785388,JO-B,Ach,,
720575940620031341,JO-B,Ach,,
720575940636425584,JO-B,Ach,,
720575940640130432,JO-B,Ach,,
720575940632037260,JO-B,Ach,,
720575940610674581,JO-B,Ach,,
720575940642897312,JO-B,Ach,,
720575940643912608,JO-B,Ach,,
720575940620575653,JO-B,Ach,,
720575940613924271,JO-B,Ach,,
720575940635732916,JO-B,Ach,,
720575940607827392,JO-B,Ach,,
720575940607881152,JO-B,Ach,,
720575940607948224,JO-B,Ach,,
720575940608524224,JO-B,Ach,,
720575940622593476,JO-B,Ach,,
720575940627985351,JO-B,Ach,,
720575940643888584,JO-B,Ach,,
720575940616859622,JO-B,Ach,,
720575940617724390,JO-B,Ach,,
720575940630910971,JO-B,Ach,,
720575940628896299,JO-B,Ach,,
720575940616096306,JO-B,Ach,,
720575940609289284,JO-B,Ach,,
720575940632315473,JO-B,Ach,,
720575940635078239,JO-B,Ach,,
720575940622998115,JO-B,Ach,,
720575940629766782,JO-B,Ach,,
720575940612615833,JO-B,Ach,,
720575940634257564,JO-B,Ach,,
720575940614644898,JO-B,Ach,,
720575940620661931,JO-B,Ach,,
720575940625565368,JO-B,Ach,,
720575940620458735,JO-B,Ach,,
720575940629505274,JO-B,Ach,,
720575940630161152,JO-B,Ach,,
720575940617845505,JO-B,Ach,,
720575940622297855,JO-B,Ach,,
720575940629253376,JO-B,Ach,,
720575940646362403,JO-B,Ach,,
720575940630207799,JO-B,Ach,,
720575940638081855,JO-B,Ach,,
720575940638556998,JO-B,Ach,,
720575940617938772,JO-B,Ach,,
720575940627778393,JO-B,Ach,,
720575940608483164,JO-B,Ach,,
720575940626286432,JO-B,Ach,,
720575940611154786,JO-B,Ach,,
720575940605622118,JO-B,Ach,,
720575940620822893,JO-B,Ach,,
720575940645539694,JO-B,Ach,,
720575940612029297,JO-B,Ach,,
720575940635345271,JO-B,Ach,,
720575940623529875,JO-B,Ach,,
720575940624510868,JO-B,Ach,,
720575940604988332,JO-B,Ach,,
720575940605209521,JO-B,Ach,,
720575940611000274,JO-B,Ach,,
720575940636488667,JO-B,Ach,,
720575940629989879,JO-B,Ach,,
720575940624067581,JO-B,Ach,,
720575940613783038,JO-B,Ach,,
720575940632229457,JO-B,Ach,,
720575940630925330,JO-B,Ach,,
720575940627442709,JO-B,Ach,,
720575940604531229,JO-B,Ach,,
720575940612409885,JO-B,Ach,,
720575940609934365,JO-B,Ach,,
720575940600433181,JO-B,Ach,,
720575940644057635,JO-B,Ach,,
720575940639145550,JO-B,Ach,,
720575940642123917,JO-B,Ach,,
720575940613127314,JO-B,Ach,,
720575940632692378,JO-B,Ach,,
720575940612235439,JO-B,Ach,,
720575940621508336,JO-B,Ach,,
720575940625587970,JO-B,Ach,,
720575940622960422,JO-B,Ach,,
720575940623745869,JO-B,Ach,,
720575940630630225,JO-B,Ach,,
720575940630660951,JO-B,Ach,,
720575940639049560,JO-B,Ach,,
720575940634830175,JO-B,Ach,,
720575940632466784,JO-B,Ach,,
720575940624594276,JO-B,Ach,,
720575940639397747,JO-B,Ach,,
720575940618856896,JO-B,Ach,,
720575940606619081,JO-B,Ach,,
720575940637813220,JO-B,Ach,,
720575940624755180,JO-B,Ach,,
720575940638636533,JO-B,Ach,,
720575940629350394,JO-B,Ach,,
720575940623292925,JO-B,Ach,,
720575940627304963,JO-B,Ach,,
720575940627437572,JO-B,Ach,,
720575940622026757,JO-B,Ach,,
720575940608112137,JO-B,Ach,,
720575940616042508,JO-B,Ach,,
720575940627352595,JO-B,Ach,,
720575940612446744,JO-B,Ach,,
720575940622344216,JO-B,Ach,,
720575940621823514,JO-B,Ach,,
720575940619572762,JO-B,Ach,,
720575940617541147,JO-B,Ach,,
720575940605755424,JO-B,Ach,,
720575940632129567,JO-B,Ach,,
720575940629275180,JO-B,Ach,,
720575940636990005,JO-B,Ach,,
720575940639745085,JO-B,Ach,,
720575940637612095,JO-B,Ach,,
720575940638191679,JO-B,Ach,,
720575940613776962,JO-B,Ach,,
720575940631461451,JO-B,Ach,,
720575940639970392,JO-B,Ach,,
720575940617517661,JO-B,Ach,,
720575940634178656,JO-B,Ach,,
720575940622552163,JO-B,Ach,,
720575940634892389,JO-B,Ach,,
720575940615540841,JO-B,Ach,,
720575940628159081,JO-B,Ach,,
720575940616653429,JO-B,Ach,,
720575940629806206,JO-B,Ach,,
720575940629269630,JO-B,Ach,,
720575940626726021,JO-B,Ach,,
720575940642442893,JO-B,Ach,,
720575940614795410,JO-B,Ach,,
720575940610341525,JO-B,Ach,,
720575940634229399,JO-B,Ach,,
720575940628910235,JO-B,Ach,,
720575940613956767,JO-B,Ach,,
720575940620386981,JO-B,Ach,,
720575940612129962,JO-B,Ach,,
720575940604054188,JO-B,Ach,,
720575940605219500,JO-B,Ach,,
720575940612355763,JO-B,Ach,,
720575940612419763,JO-B,Ach,,
720575940623474871,JO-B,Ach,,
720575940615387846,JO-B,Ach,,
720575940627927751,JO-B,Ach,,
720575940606872777,JO-B,Ach,,
720575940606938313,JO-B,Ach,,
720575940619941067,JO-B,Ach,,
720575940619969227,JO-B,Ach,,
720575940631915219,JO-B,Ach,,
720575940630467804,JO-B,Ach,,
720575940635217144,JO-B,Ach,,
720575940613006590,JO-B,Ach,,
720575940626693894,JO-B,Ach,,
720575940622978823,JO-B,Ach,,
720575940628467462,JO-B,Ach,,
720575940614205708,JO-B,Ach,,
720575940645085975,JO-B,Ach,,
720575940645086999,JO-B,Ach,,
720575940645087511,JO-B,Ach,,
720575940620422938,JO-B,Ach,,
720575940645089559,JO-B,Ach,,
720575940609527069,JO-B,Ach,,
720575940612407581,JO-B,Ach,,
720575940610595118,JO-B,Ach,,
720575940610621742,JO-B,Ach,,
720575940625888560,JO-B,Ach,,
720575940636537663,JO-B,Ach,,
720575940637630783,JO-B,Ach,,
720575940619447105,JO-B,Ach,,
720575940637919551,JO-B,Ach,,
720575940610028868,JO-B,Ach,,
720575940626257736,JO-B,Ach,,
720575940626885960,JO-B,Ach,,
720575940627839304,JO-B,Ach,,
720575940628786511,JO-B,Ach,,
720575940627453778,JO-B,Ach,,
720575940631794513,JO-B,Ach,,
720575940616428884,JO-B,Ach,,
720575940639405912,JO-B,Ach,,
720575940625049945,JO-B,Ach,,
720575940615860061,JO-B,Ach,,
720575940621513566,JO-B,Ach,,
720575940621120353,JO-B,Ach,,
720575940635237727,JO-B,Ach,,
720575940635973989,JO-B,Ach,,
720575940631699816,JO-B,Ach,,
720575940630461804,JO-B,Ach,,
720575940643418990,JO-B,Ach,,
720575940641396078,JO-B,Ach,,
720575940629492727,JO-B,Ach,,
720575940613934965,JO-B,Ach,,
720575940629105022,JO-B,Ach,,
720575940629804414,JO-B,Ach,,
720575940639649152,JO-B,Ach,,
720575940639826304,JO-B,Ach,,
720575940607088514,JO-B,Ach,,
720575940623146378,JO-B,Ach,,
720575940642414989,JO-B,Ach,,
720575940627249039,JO-B,Ach,,
720575940625624464,JO-B,Ach,,
720575940625972624,JO-B,Ach,,
720575940634781594,JO-B,Ach,,
720575940614847906,JO-B,Ach,,
720575940622342569,JO-B,Ach,,
720575940604805036,JO-B,Ach,,
720575940605238188,JO-B,Ach,,
720575940612418483,JO-B,Ach,,
720575940615222201,JO-B,Ach,,
720575940624562618,JO-B,Ach,,
720575940604274622,JO-B,Ach,,
720575940620622785,JO-B,Ach,,
720575940643791304,JO-B,Ach,,
720575940606871497,JO-B,Ach,,
720575940619940811,JO-B,Ach,,
720575940609816014,JO-B,Ach,,
720575940610739666,JO-B,Ach,,
720575940611392986,JO-B,Ach,,
720575940640169947,JO-B,Ach,,
720575940630462940,JO-B,Ach,,
720575940620516846,JO-B,Ach,,
720575940628543473,JO-B,Ach,,
720575940630117879,JO-B,Ach,,
720575940630269945,JO-B,Ach,,
720575940630820347,JO-B,Ach,,
720575940621722111,JO-B,Ach,,
720575940639803453,JO-B,Ach,,
720575940637919295,JO-B,Ach,,
720575940634775706,JO-B,Ach,,
720575940631670584,JO-B,Ach,,
720575940617244049,JO-B,Ach,,
720575940617407929,JO-B,Ach,,
720575940620257216,JO-B,Ach,,
720575940614805983,JO-B,Ach,,
