Source,Target,nt_type_banc,layer_mean_pre,layer_mean_post,Weight
B1-2,AVLP_pr23,Ach,2.246794872,3.240384615,22
vpoEN,pC2lb,Ach,3.625,5.173076923,22
WED-VLP-2,WED_pr02,Ach,3.346153846,3.147435897,22
B1-1,WED-VLP-1,Ach,3.935897436,3.246794872,22
WED-VLP-2,AVLP_pr01-2,Ach,3.423076923,4.070512821,22
WED_pr02,WED_pr02,GABA,3.516025641,3.397435897,22
IPS_pr02,B1-6,GABA,3.403846154,3.320512821,21
WED_pr02,B1-3,GABA,3.317307692,2.541666667,21
B1-u,WED-VLP-2,Ach,3.201923077,3.333333333,21
B1-u,WED-VLP-2,Ach,2.185897436,3.669871795,21
pC2lb,pC2lb,Ach,4.830128205,5.173076923,21
WV-WV-2,WED_pr02,GABA,3.355769231,3.243589744,21
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.310897436,5.58974359,21
AVLP_pr01-2,WED-VLP-1,GABA,4.03525641,3.448717949,21
B1-2,WV-WV-2,Ach,3.105769231,2.996794872,21
aPN2,aPN2,Ach,4.996794872,4.919871795,21
WED-VLP-1,AVLP_pr31,Ach,3.272435897,4.307692308,21
WED-VLP-1,AVLP_pr31,Ach,3.310897436,4.304487179,21
WV-WV-1,WED-VLP-1,GABA,2.631410256,3.262820513,21
B1-4,A1,Ach,2.743589744,3.746794872,21
vpoIN-1,pC2lb,GABA,4.564102564,4.929487179,21
WV-WV-3,B1-4,GABA,2.53525641,3.092948718,21
WED-VLP-1,AVLP_pr31,Ach,3.310897436,4.375,21
vpoIN-1,pC2lb,GABA,5.53525641,4.830128205,21
B1-5,B1-7,Ach,2.445512821,2.358974359,21
WED_pr02,WV-WV-2,GABA,3.445512821,3.394230769,21
vpoIN-1,pC2lb,GABA,4.564102564,5.131410256,21
B1-4,SAD_pr01,Ach,2.782051282,2.320512821,21
pMN2,pC1e,Ach,5.391025641,6.310897436,21
B1-4,GF,Ach,3.169871795,3.179487179,21
WED-VLP-1,AVLP_pr31,Ach,3.336538462,4.298076923,21
pC2la,pC1d,Ach,6.330128205,5.891025641,21
WV-WV-3,AVLP_pr23,GABA,2.53525641,3.240384615,21
WED-VLP-1,AVLP_pr01-2,Ach,3.256410256,3.935897436,21
WED-VLP-2,pC2lb,Ach,3.448717949,4.929487179,21
B1-2,WED_pr02,Ach,3.105769231,3.403846154,21
AVLP_pr36/asp10a-1,PVLP_pr03-2,Ach,5.365384615,5.935897436,21
AVLP_pr36/asp10a-1,PVLP_pr03-2,Ach,5.365384615,5.737179487,21
WED_pr02,B1-3,GABA,3.362179487,2.717948718,21
GNG_pr01-1,A1,GABA,5.413461538,3.746794872,21
B1-5,SAD_pr02,Ach,2.833333333,3.022435897,21
WED-VLP-1,AVLP_pr01-2,Ach,3.310897436,4.233974359,21
B1-u,WED_pr02,Ach,2.185897436,3.096153846,21
B1-2,WED_pr02,Ach,2.477564103,3.439102564,21
WED-VLP-2,vpoEN,Ach,3.333333333,3.740384615,21
A2,WV-WV-1,Ach,2.310897436,2.631410256,21
WED_pr02,WV-WV-1,GABA,3.439102564,2.631410256,21
B1-u,WED_pr01-1,Ach,3.349358974,4.16025641,21
B2,B1-4,GABA,2.298076923,3.169871795,21
B1-2,WED_pr02,Ach,2.435897436,3.378205128,21
WED_pr02,A2,GABA,3.403846154,2.317307692,21
B1-2,WV-WV-1,Ach,3.903846154,3.176282051,21
B1-u,B1-1,Ach,2.185897436,2.141025641,21
A2,AVLP_pr01-1,Ach,2.291666667,3.041666667,21
B2,B1-5,GABA,2.727564103,2.887820513,21
WED-VLP-2,WED_pr02,Ach,3.448717949,3.128205128,21
AVLP_pr36/asp10a-1,pMN1,Ach,5.182692308,5.243589744,21
B1-7,B1-u,Ach,2.208333333,2.381410256,21
WED_pr02,WED-VLP-2,GABA,3.201923077,3.560897436,21
WV-WV-1,WED-VLP-1,GABA,2.631410256,3.041666667,21
vpoIN-1,pMN2,GABA,5.663461538,5.314102564,21
pC2lb,AVLP_pr36/asp10a-1,Ach,5.131410256,5.333333333,21
WV-WV-4,SAD_pr02,GABA,3.467948718,3.830128205,21
WED_pr02,B1-5,GABA,3.5,2.887820513,21
WV-WV-3,SAD_pr02,GABA,2.53525641,3.323717949,21
AVLP_pr36/asp10a-1,pMN1,Ach,5.429487179,5.243589744,21
A2,WED-VLP-1,Ach,2.298076923,3.448717949,21
vpoIN-1,pC2lb,GABA,5.493589744,4.929487179,21
B1-5,WED_pr01-1,Ach,3.496794872,4.083333333,21
B1-3,WED_pr02,Ach,2.483974359,3.573717949,21
B1-3,WED_pr02,Ach,2.509615385,3.362179487,21
B1-5,B1-7,Ach,2.929487179,2.358974359,21
WED-VLP-2,AVLP_pr01-2,Ach,3.333333333,4.233974359,21
WV-WV-2,WV-WV-1,GABA,3.544871795,2.631410256,21
aPN3,B1-5,GLUT,5.051282051,2.833333333,21
vpoEN,pC2la,Ach,3.641025641,5.240384615,21
WED_pr02,WV-WV-4,GABA,3.096153846,3.467948718,21
B1-5,WED_pr01-1,Ach,3.477564103,4.019230769,21
vpoIN-1,pC2lb,GABA,5.304487179,5.173076923,21
AVLP_pr18-1,AVLP_pr18-1,Inconclusive,5.673076923,5.772435897,21
vpoIN-1,pMN2,GABA,4.96474359,5.391025641,21
B1-5,WED_pr02,Ach,2.573717949,3.317307692,21
vpoIN-1,pC2lb,GABA,4.96474359,4.929487179,21
B1-2,WED-VLP-1,Ach,3.586538462,3.448717949,21
WED_pr02,WED-VLP-1,GABA,3.378205128,3.259615385,21
WED_pr02,WED-VLP-1,GABA,3.096153846,3.137820513,20
B1-4,GF,Ach,2.426282051,3.179487179,20
AVLP_pr01-2,WED-VLP-2,GABA,3.823717949,3.637820513,20
B1-2,AVLP_pr23,Ach,3.378205128,3.144230769,20
WED-VLP-1,AVLP_pr01-2,Ach,3.272435897,4.217948718,20
GNG_pr01-1,A1,GABA,5.205128205,3.939102564,20
WED_pr02,vpoEN,GABA,3.445512821,3.625,20
B1-2,WED_pr02,Ach,2.387820513,3.096153846,20
WV-WV-1,WED-VLP-1,GABA,3.176282051,3.253205128,20
WED-VLP-1,AVLP_pr01-2,Ach,3.256410256,4.233974359,20
B1-u,WED_pr02,Ach,3.201923077,3.147435897,20
WED_pr02,A2,GABA,3.445512821,2.298076923,20
WED-VLP-1,AVLP_pr01-2,Ach,3.256410256,4.038461538,20
A2,A2,Ach,2.291666667,2.298076923,20
B1-2,WED-VLP-2,Ach,3.378205128,3.669871795,20
B1-5,WED_pr01-1,Ach,2.929487179,4.269230769,20
AVLP_pr36/asp10a-1,pC2lb,Ach,5.310897436,4.830128205,20
pC2la,pC1d,Ach,5.669871795,5.891025641,20
WED_pr02,B1-3,GABA,3.5,2.817307692,20
B1-6,WV-WV-3,Ach,3.016025641,2.846153846,20
WV-WV-1,WV-WV-3,GABA,2.326923077,3.048076923,20
WED-VLP-1,AVLP_pr31,Ach,3.246794872,4.352564103,20
B1-u,AVLP/PVLP_pr01-2,Ach,2.272435897,3.980769231,20
AVLP_pr01-1,WED-VLP-1,GABA,2.996794872,3.310897436,20
WV-WV-4,A2,GABA,3.467948718,2.310897436,20
WED_pr02,B1-1,GABA,3.096153846,2.108974359,20
B1-u,SAD_pr02,Ach,6.506410256,3.022435897,20
B1-1,WED-VLP-1,Ach,2.092948718,3.253205128,20
B1-1,WED_pr02,Ach,2.108974359,3.243589744,20
B1-2,WED-VLP-2,Ach,2.298076923,3.647435897,20
pC2lb,pMN2,Ach,4.871794872,5.314102564,20
A2,WED-VLP-1,Ach,2.310897436,3.346153846,20
WED_pr02,WED-VLP-1,GABA,3.128205128,3.259615385,20
pC2lb,pMN1,Ach,4.817307692,5.224358974,20
B1-6,IPS_pr01-1,Ach,3.320512821,4.522435897,20
B1-1,WED_pr02,Ach,3.830128205,3.243589744,20
aPN3,aPN2,GLUT,4.974358974,4.996794872,20
WED_pr02,B1-1,GABA,3.243589744,2.092948718,20
B1-5,WV-WV-2,Ach,2.573717949,2.996794872,20
B1-3,WV-WV-2,Ach,2.509615385,3.724358974,20
aPN3,B1-4,GLUT,5.041666667,2.766025641,20
IPS_pr02,B1-4,GABA,3.307692308,2.743589744,20
aPN2,aPN2,Ach,4.307692308,4.740384615,20
B2,B1-u,GABA,2.298076923,2.5,20
WED_pr02,WED-VLP-1,GABA,3.378205128,3.041666667,20
WED-VLP-1,AVLP_pr01-1,Ach,3.134615385,2.996794872,20
AVLP/PVLP_pr01-2,A1,Ach,4.358974359,3.746794872,20
B1-4,A1,Ach,2.782051282,3.746794872,20
vpoIN-1,pC2lb,GABA,5.493589744,5.173076923,20
SAD_pr01,B1-2,GABA,2.384615385,2.435897436,20
B1-5,WV-WV-1,Ach,2.573717949,2.631410256,20
B1-4,A1,Ach,2.666666667,4.294871795,20
WED-VLP-2,vpoEN,Ach,3.637820513,3.641025641,20
B1-5,GF,Ach,2.929487179,3.467948718,20
aPN2,aPN2,Ach,4.602564103,4.592948718,20
aPN3,B1-4,GLUT,4.576923077,2.884615385,20
B1-2,WV-WV-2,Ach,3.221153846,3.5,20
vpoIN-1,pC2lb,GABA,5.53525641,5.131410256,20
AVLP/PVLP_pr01-2,A1,Ach,4.320512821,3.746794872,20
AVLP_pr18-1,AVLP_pr18-1,Inconclusive,5.772435897,5.673076923,20
pC2lb,pC2lb,Ach,4.871794872,5.173076923,20
WV-WV-2,WV-WV-1,GABA,3.355769231,3.176282051,20
SAD_pr02,A2,GABA,2.211538462,2.298076923,20
B1-3,WED_pr02,Ach,2.833333333,3.439102564,20
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.237179487,5.259615385,20
WED-VLP-1,AVLP_pr01-2,Ach,3.246794872,4.038461538,20
SAD_pr02,B1-4,GABA,3.051282051,2.766025641,20
WED_pr02,WED_pr02,GABA,3.5,3.317307692,20
B1-2,WV-WV-3,Ach,2.246794872,2.846153846,20
AVLP_pr23,A1,Ach,3.240384615,3.939102564,20
B1-1,WED-VLP-1,Ach,2.141025641,3.262820513,20
WED-VLP-1,AVLP_pr01-2,Ach,3.253205128,4.0,20
WED_pr02,WED_pr02,GABA,3.439102564,3.445512821,20
B1-2,WV-WV-2,Ach,3.240384615,3.724358974,20
WED_pr02,B1-2,GABA,3.096153846,2.435897436,20
WV-WV-3,A2,GABA,2.53525641,2.298076923,20
WED_pr02,WED_pr02,GABA,3.397435897,3.608974359,20
AVLP_pr01-1,vpoEN,GABA,3.041666667,3.641025641,19
B1-5,WED_pr01-1,Ach,2.445512821,4.21474359,19
A1,A1,inconclusive,3.823717949,4.294871795,19
AVLP/PVLP_pr01-2,A1,Ach,4.105769231,3.823717949,19
aPN2,aPN2,Ach,4.759615385,4.592948718,19
WED_pr02,B1-2,GABA,3.147435897,2.298076923,19
WV-WV-3,A1,GABA,2.326923077,3.939102564,19
WV-WV-2,WV-WV-2,GABA,3.544871795,3.394230769,19
WED-VLP-1,pC2lb,Ach,3.314102564,4.929487179,19
B1-3,AVLP_pr23,Ach,2.541666667,3.240384615,19
B1-4,WV-WV-3,Ach,2.58974359,2.778846154,19
WED_pr02,AVLP_pr23,GABA,3.201923077,3.144230769,19
B1-3,AVLP_pr23,Ach,2.509615385,3.144230769,19
WV-WV-3,A1,GABA,2.326923077,3.823717949,19
vpoEN,AVLP_pr36/asp10a-1,Ach,3.641025641,5.259615385,19
WED_pr02,B1-5,GABA,3.378205128,2.887820513,19
WED-VLP-1,WED_pr02,Ach,3.378205128,3.243589744,19
WED-VLP-1,vpoIN-3,Ach,3.378205128,3.926282051,19
B1-6,A1,Ach,3.016025641,3.939102564,19
IPS_pr01-2,WED_pr01-2,GABA,2.939102564,3.96474359,19
B1-3,WV-WV-1,Ach,2.817307692,2.631410256,19
WED_pr02,B1-3,GABA,3.317307692,2.653846154,19
WV-WV-1,WV-WV-2,GABA,2.326923077,3.355769231,19
aPN3,B1-5,GLUT,4.791666667,3.477564103,19
WED_pr02,B1-1,GABA,3.243589744,2.179487179,19
WED_pr02,B1-3,GABA,3.317307692,2.509615385,19
WED_pr02,WED_pr02,GABA,3.439102564,3.573717949,19
WED_pr02,B1-2,GABA,3.573717949,3.903846154,19
IPS_pr01-1,WED_pr01-1,GABA,4.416666667,4.21474359,19
B1-1,WED-VLP-1,Ach,3.935897436,3.176282051,19
WED_pr02,WED_pr02,GABA,3.397435897,3.128205128,19
B1-2,AVLP_pr01-1,Ach,2.435897436,2.621794872,19
B1-5,WED_pr01-1,Ach,3.615384615,4.16025641,19
IPS_pr01-2,WED_pr01-2,GABA,3.019230769,4.301282051,19
pC2lb,PVLP_pr03-2,Ach,4.875,5.778846154,19
IPS_pr01-2,WED_pr01-2,GABA,3.849358974,4.301282051,19
B1-6,A1,Ach,3.125,3.730769231,19
IPS_pr02,IPS_pr01-1,GABA,3.307692308,4.416666667,19
AVLP_pr36/asp10a-2,vpoIN-2,Ach,5.102564103,5.448717949,19
A2,WED-VLP-1,Ach,2.317307692,3.346153846,19
WV-WV-3,B1-6,GABA,2.53525641,3.125,19
WED_pr02,WED_pr02,GABA,3.362179487,3.439102564,19
PVLP_pr03-3,A1,GABA,5.099358974,3.730769231,19
aPN3,IPS_pr02,GLUT,4.791666667,3.307692308,19
WV-WV-3,A1,GABA,2.778846154,4.294871795,19
B1-4,B1-4,Ach,2.766025641,2.743589744,19
B1-2,WV-WV-2,Ach,2.448717949,3.5,19
AVLP_pr01-2,WED-VLP-1,GABA,4.03525641,3.314102564,19
B1-5,WV-WV-1,Ach,2.887820513,2.631410256,19
pC1d,pC1d,Ach,5.689102564,5.891025641,19
AVLP_pr01-1,WED-VLP-1,GABA,2.996794872,3.314102564,19
aPN2,aPN2,Ach,4.592948718,4.602564103,19
B1-2,WV-WV-2,Ach,2.246794872,3.394230769,19
B1-1,WED-VLP-1,Ach,5.0,3.137820513,19
WED-VLP-1,AVLP_pr01-3,Ach,3.224358974,5.060897436,19
B1-4,A1,Ach,3.163461538,4.294871795,19
B1-4,A1,Ach,3.169871795,3.730769231,19
B2,B1-4,GABA,2.298076923,2.666666667,19
pC2lb,pC2lb,Ach,5.131410256,5.173076923,19
B2,B1-4,GABA,2.21474359,3.169871795,19
vpoEN,AVLP_pr36/asp10a-1,Ach,3.641025641,5.182692308,19
WED-VLP-2,vpoEN,Ach,3.333333333,3.625,19
WED_pr02,A2,GABA,3.403846154,2.310897436,19
B1-5,WV-WV-2,Ach,2.887820513,2.996794872,19
B1-2,WV-WV-1,Ach,3.221153846,3.176282051,19
AVLP_pr36/asp10a-1,PVLP_pr03-2,Ach,5.256410256,5.778846154,19
vpoEN,pMN1,Ach,3.740384615,5.243589744,19
B1-4,AVLP/PVLP_pr01-2,Ach,2.766025641,3.980769231,19
AVLP_pr01-2,WED-VLP-1,GABA,3.935897436,3.246794872,19
WED_pr02,B1-2,GABA,3.445512821,2.387820513,19
AVLP_pr36/asp10a-1,PVLP_pr03-2,Ach,5.333333333,5.778846154,19
WED-VLP-2,pC2lb,Ach,3.637820513,4.929487179,19
WED-VLP-1,AVLP_pr01-2,Ach,3.134615385,3.823717949,19
WED-VLP-1,AVLP_pr01-2,Ach,3.134615385,4.03525641,19
B1-u,WV-WV-2,Ach,3.201923077,3.394230769,19
WED-VLP-1,AVLP_pr01-2,Ach,3.246794872,4.233974359,19
B1-2,WED_pr02,Ach,3.586538462,3.147435897,19
AVLP_pr01-2,WED-VLP-2,GABA,3.935897436,3.336538462,19
B1-4,A1,Ach,2.426282051,3.939102564,19
B1-2,WV-WV-2,Ach,2.448717949,3.544871795,19
B1-1,WED-VLP-1,Ach,2.169871795,3.246794872,19
AVLP_pr36/asp10a-1,pC2lb,Ach,5.448717949,4.929487179,19
WED_pr01-1,IPS/WED_pr01,Ach,4.269230769,4.935897436,19
WED-VLP-1,WED-VLP-1,Ach,3.259615385,3.054487179,19
B1-1,WED-VLP-1,Ach,2.108974359,3.134615385,19
B1-1,WED-VLP-1,Ach,4.240384615,3.448717949,19
B1-1,WED-VLP-1,Ach,2.108974359,3.137820513,19
WED-VLP-1,WED-VLP-1,Ach,3.176282051,3.259615385,19
AVLP_pr36/asp10a-1,pC2lb,Ach,5.333333333,5.131410256,19
aPN3,aPN2,GLUT,5.038461538,4.592948718,19
WED-VLP-1,AVLP_pr32,Ach,3.246794872,4.548076923,19
AVLP_pr01-2,WED-VLP-1,GABA,4.038461538,3.272435897,19
B1-4,WED_pr01-1,Ach,2.884615385,4.16025641,19
B1-2,WED-VLP-2,Ach,3.240384615,3.423076923,19
aPN3,B1-4,GLUT,5.096153846,2.884615385,19
pC2lb,pC2la,Ach,5.173076923,5.586538462,19
B1-2,WV-WV-2,Ach,3.743589744,3.544871795,19
WED-VLP-2,WED_pr02,Ach,3.560897436,3.378205128,19
SAD_pr02,WV-WV-3,GABA,3.022435897,2.53525641,19
WED-VLP-2,vpoEN,Ach,3.669871795,3.641025641,19
WED-VLP-1,AVLP_pr31,Ach,3.272435897,4.375,19
pC2lb,AVLP_pr36/asp10a-1,Ach,4.871794872,5.429487179,19
B2,B1-5,GABA,2.298076923,3.141025641,19
AVLP_pr36/asp10a-1,pC2lb,Ach,5.182692308,5.131410256,19
B1-2,WV-WV-2,Ach,3.378205128,3.394230769,19
B1-5,SAD_pr02,Ach,3.615384615,4.070512821,19
vpoEN,pC2lb,Ach,3.625,4.830128205,18
WV-WV-1,B1-2,GABA,2.631410256,2.387820513,18
vpoEN,pC2la,Ach,3.746794872,5.240384615,18
B1-5,WED_pr02,Ach,3.176282051,3.608974359,18
WV-WV-1,WED-VLP-1,GABA,3.176282051,3.176282051,18
WV-WV-1,WED-VLP-2,GABA,2.326923077,3.669871795,18
B1-5,WED_pr01-1,Ach,2.445512821,4.038461538,18
WV-WV-1,WED-VLP-1,GABA,3.176282051,3.134615385,18
WV-WV-1,WV-WV-1,GABA,3.176282051,2.631410256,18
pC2lb,AVLP_pr36/asp10a-1,Ach,5.173076923,5.278846154,18
WED_pr02,WED-VLP-1,GABA,3.096153846,3.346153846,18
B1-2,WED_pr02,Ach,2.448717949,3.147435897,18
WED-VLP-1,AVLP_pr01-2,Ach,3.262820513,4.03525641,18
WED-VLP-1,AVLP_pr01-2,Ach,3.246794872,4.070512821,18
B1-2,WED_pr02,Ach,3.596153846,3.445512821,18
WED_pr02,WED-VLP-1,GABA,3.128205128,3.272435897,18
WED-VLP-1,AVLP_pr01-2,Ach,3.134615385,4.0,18
B1-2,WV-WV-1,Ach,2.423076923,2.326923077,18
AVLP_pr36/asp10a-1,PVLP_pr03-2,Ach,5.310897436,5.737179487,18
AVLP_pr36/asp10a-1,PVLP_pr03-2,Ach,5.278846154,5.737179487,18
AVLP_pr36/asp10a-1,PVLP_pr03-2,Ach,5.182692308,5.778846154,18
WED-VLP-1,AVLP_pr01-1,Ach,3.310897436,2.628205128,18
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.58974359,5.490384615,18
B1-2,WV-WV-2,Ach,2.435897436,3.544871795,18
B1-2,WV-WV-2,Ach,2.435897436,3.724358974,18
B1-6,IPS_pr01-1,Ach,4.708333333,4.522435897,18
WED_pr02,WED-VLP-1,GABA,3.403846154,3.378205128,18
B1-2,WV-WV-3,Ach,2.387820513,2.846153846,18
SAD_pr02,B1-5,GABA,3.051282051,2.939102564,18
WED_pr02,WED-VLP-2,GABA,3.128205128,3.448717949,18
SAD_pr02,B1-3,GABA,3.096153846,2.541666667,18
pC2lb,AVLP_pr36/asp10a-1,Ach,4.929487179,5.58974359,18
WV-WV-3,A1,GABA,2.41025641,3.939102564,18
SAD_pr01,AVLP_pr23,GABA,2.320512821,3.144230769,18
PVLP_pr03-3,GF,GABA,4.75,3.179487179,18
WED_pr02,GF,GABA,3.516025641,3.467948718,18
pC1d,AVLP_pr36/asp10a-1,Ach,5.891025641,5.320512821,18
WV-WV-3,B1-4,GABA,2.53525641,2.766025641,18
WED-VLP-2,AVLP_pr01-1,Ach,3.413461538,3.631410256,18
B1-1,WED-VLP-1,Ach,2.060897436,3.134615385,18
aPN2,aPN2,Ach,4.740384615,4.996794872,18
WED_pr02,B1-2,GABA,3.201923077,3.586538462,18
WED-VLP-2,vpoEN,Ach,3.448717949,3.641025641,18
B1-1,WED_pr02,Ach,4.240384615,3.378205128,18
WED_pr02,B1-3,GABA,3.378205128,2.817307692,18
WED_pr02,B1-3,GABA,3.403846154,2.509615385,18
WED_pr02,B1-3,GABA,3.439102564,3.256410256,18
WED-VLP-2,AVLP_pr01-2,Ach,3.560897436,3.823717949,18
WV-WV-3,WV-WV-3,GABA,3.048076923,2.326923077,18
WED-VLP-2,AVLP_pr01-1,Ach,3.637820513,2.996794872,18
WED-VLP-1,vpoIN-3,Ach,3.256410256,3.926282051,18
B1-2,WED_pr02,Ach,2.387820513,3.128205128,18
WED-VLP-1,vpoEN,Ach,3.448717949,3.641025641,18
WED_pr02,B1-3,GABA,3.541666667,2.653846154,18
AVLP_pr36/asp10a-1,pMN1,Ach,5.490384615,5.224358974,18
aPN3,IPS_pr02,GLUT,5.041666667,3.403846154,18
WED-VLP-1,WED_pr02,Ach,3.246794872,3.243589744,18
WED-VLP-1,WED-VLP-1,Ach,3.041666667,3.054487179,18
B1-2,WED-VLP-2,Ach,3.105769231,3.346153846,18
WED-VLP-1,AVLP_pr31,Ach,3.448717949,4.307692308,18
B1-2,WED-VLP-2,Ach,3.586538462,3.448717949,18
WED-VLP-1,AVLP_pr31,Ach,3.310897436,4.307692308,18
B1-2,WED_pr02,Ach,2.298076923,3.201923077,18
pC2lb,AVLP_pr36/asp10a-1,Ach,5.173076923,5.237179487,18
B1-2,WV-WV-2,Ach,3.221153846,3.544871795,18
B2,WV-WV-3,GABA,2.150641026,2.846153846,18
B1-6,aPN3,Ach,3.320512821,5.041666667,18
B2,B1-5,GABA,2.150641026,3.051282051,18
B1-4,A1,Ach,2.884615385,3.823717949,18
B1-4,A1,Ach,3.092948718,3.730769231,18
AVLP_pr01-1,A2,GABA,2.435897436,2.310897436,18
B1-6,aPN3,Ach,5.150641026,5.038461538,18
B1-u,WED-VLP-2,Ach,2.185897436,3.637820513,18
GNG_pr01-1,A1,GABA,5.205128205,3.730769231,18
WV-WV-2,WED_pr02,GABA,3.5,3.516025641,18
B1-4,AVLP/PVLP_pr01-2,Ach,2.766025641,4.320512821,18
WED_pr02,WV-WV-2,GABA,3.439102564,3.394230769,18
pC2lb,pC2la,Ach,4.929487179,5.669871795,18
IPS_pr02,B1-6,GABA,3.403846154,4.708333333,18
WED_pr02,WV-WV-2,GABA,3.378205128,3.5,18
AVLP_pr23,AVLP_pr02,Ach,3.240384615,3.429487179,18
WED_pr02,WV-WV-2,GABA,3.378205128,3.394230769,18
WED_pr02,WED_pr02,GABA,3.397435897,3.439102564,18
WV-WV-1,AVLP/PVLP_pr01-2,GABA,2.326923077,4.320512821,18
AVLP_pr01-1,WED-VLP-1,GABA,2.996794872,3.134615385,18
WV-WV-1,WV-WV-2,GABA,2.326923077,3.544871795,18
WV-WV-1,WV-WV-2,GABA,2.631410256,2.996794872,18
WED_pr02,WV-WV-1,GABA,3.397435897,2.631410256,18
AVLP_pr23,WV-WV-2,Ach,3.144230769,2.996794872,18
B1-4,GF,Ach,2.58974359,3.467948718,18
B1-3,WED_pr02,Ach,2.833333333,3.541666667,18
GNG_pr01-1,A1,GABA,5.375,3.939102564,18
WV-WV-2,B1-5,GABA,3.544871795,2.887820513,18
B1-u,WED-VLP-1,Ach,4.189102564,3.448717949,17
WED_pr02,B1-3,GABA,3.516025641,2.483974359,17
WED-VLP-1,vpoIN-3,Ach,3.253205128,3.916666667,17
B1-5,WED_pr01-1,Ach,3.615384615,4.25,17
WED-VLP-1,WV-WV-1,Ach,3.137820513,2.326923077,17
WED-VLP-1,vpoIN-3,Ach,3.246794872,3.926282051,17
IPS_pr02,IPS_pr01-2,GABA,3.403846154,2.939102564,17
B1-7,WED_pr01-1,Ach,2.756410256,4.16025641,17
WED_pr02,WV-WV-4,GABA,3.096153846,2.987179487,17
WED_pr02,B1-1,GABA,3.243589744,2.169871795,17
WED_pr02,vpoEN,GABA,3.445512821,3.746794872,17
WED-VLP-2,pC2lb,Ach,3.669871795,4.929487179,17
WED-VLP-2,WED_pr02,Ach,3.413461538,3.147435897,17
vpoEN,pC2lb,Ach,3.740384615,5.173076923,17
WED_pr02,B1-3,GABA,3.362179487,2.833333333,17
WED-VLP-2,AVLP_pr22,Ach,3.669871795,4.948717949,17
WED-VLP-2,AVLP_pr22,Ach,3.637820513,4.948717949,17
B1-6,aPN3,Ach,4.855769231,4.974358974,17
WED_pr02,B1-3,GABA,3.439102564,2.483974359,17
AVLP_pr01-1,WV-WV-1,GABA,2.435897436,2.631410256,17
A2,AVLP_pr01-1,Ach,2.317307692,3.631410256,17
AVLP_pr01-1,WED-VLP-1,GABA,3.631410256,3.314102564,17
B1-5,WED_pr01-1,Ach,3.477564103,4.25,17
WED-VLP-2,AVLP_pr01-2,Ach,3.346153846,4.233974359,17
WED-VLP-1,WED_pr02,Ach,3.256410256,3.243589744,17
B1-5,WV-WV-2,Ach,2.573717949,3.394230769,17
WED_pr02,B1-5,GABA,3.564102564,2.939102564,17
GNG_pr01-1,A1,GABA,5.375,4.294871795,17
WED-VLP-1,AVLP_pr01-1,Ach,3.137820513,3.631410256,17
AVLP_pr01-2,WED-VLP-1,GABA,3.823717949,3.262820513,17
AVLP_pr01-2,WED-VLP-1,GABA,3.823717949,3.134615385,17
A2,WV-WV-3,Ach,2.317307692,2.846153846,17
GNG_pr01-1,A1,GABA,5.205128205,3.746794872,17
WED_pr02,WED-VLP-1,GABA,3.243589744,3.346153846,17
WED_pr02,WED_pr02,GABA,3.439102564,3.397435897,17
WED-VLP-1,WED-VLP-1,Ach,3.272435897,3.314102564,17
WED_pr02,WED_pr02,GABA,3.397435897,3.516025641,17
AVLP/PVLP_pr01-2,A1,Ach,4.246794872,3.730769231,17
IPS_pr01-2,WED_pr01-2,GABA,3.849358974,4.397435897,17
IPS_pr02,B1-6,GABA,3.307692308,3.016025641,17
PVLP_pr03-3,A1,GABA,5.099358974,3.823717949,17
IPS_pr02,B1-6,GABA,3.307692308,4.46474359,17
WED-VLP-1,AVLP_pr01-1,Ach,3.176282051,2.628205128,17
WED-VLP-1,AVLP_pr01-1,Ach,3.253205128,2.628205128,17
WV-WV-1,WED-VLP-1,GABA,2.631410256,3.256410256,17
B2,B2,GABA,2.634615385,2.298076923,17
B2,B1-u,GABA,2.150641026,2.5,17
AVLP_pr01-1,A2,GABA,2.570512821,2.298076923,17
AVLP_pr01-1,A2,GABA,2.621794872,2.317307692,17
WED-VLP-1,AVLP_pr01-2,Ach,3.176282051,3.823717949,17
vpoIN-1,pC2lb,GABA,4.96474359,4.830128205,17
B2,B1-5,GABA,2.298076923,3.496794872,17
AVLP_pr01-1,AVLP_pr01-2,GABA,2.996794872,4.217948718,17
WED_pr02,WED-VLP-1,GABA,3.096153846,3.314102564,17
B1-u,WV-WV-1,Ach,2.230769231,2.631410256,17
B1-5,WV-WV-2,Ach,2.573717949,3.355769231,17
B1-u,WV-WV-1,Ach,2.230769231,2.326923077,17
WED_pr02,WV-WV-1,GABA,3.243589744,2.631410256,17
B1-5,WED_pr02,Ach,2.573717949,3.439102564,17
WED_pr02,WED-VLP-1,GABA,3.445512821,3.262820513,17
B1-1,WED-VLP-1,Ach,2.060897436,3.246794872,17
B1-4,A1,Ach,2.884615385,3.730769231,17
B1-2,WV-WV-2,Ach,3.903846154,3.544871795,17
WV-WV-3,B1-4,GABA,2.326923077,2.753205128,17
B1-2,WED_pr02,Ach,3.105769231,3.128205128,17
B1-1,WED-VLP-1,Ach,4.240384615,3.256410256,17
