Source,Target,nt_type_banc,layer_mean_pre,layer_mean_post,Weight
WED_pr02,A2,GABA,3.147435897,2.298076923,29
B1-2,AVLP_pr23,Ach,2.423076923,3.144230769,29
WED_pr02,WV-WV-2,GABA,3.147435897,3.544871795,29
WED-VLP-1,AVLP_pr01-2,Ach,3.262820513,3.823717949,29
B1-u,WED_pr02,Ach,2.185897436,3.243589744,29
WV-WV-3,WV-WV-3,GABA,2.846153846,2.78525641,29
B1-2,AVLP_pr23,Ach,2.423076923,3.240384615,29
WED-VLP-2,AVLP_pr01-2,Ach,3.413461538,4.233974359,29
B2,B1-5,GABA,2.21474359,2.573717949,29
A2,WV-WV-2,Ach,2.310897436,2.996794872,29
WED_pr02,WV-WV-2,GABA,3.608974359,3.724358974,29
AVLP_pr23,AVLP/PVLP_pr01-2,Ach,3.144230769,4.358974359,29
B1-7,SAD_pr02,Ach,3.516025641,3.022435897,29
B1-3,WV-WV-1,Ach,2.833333333,2.631410256,29
B2,B1-3,GABA,2.644230769,2.817307692,29
WED-VLP-1,WED_pr02,Ach,3.224358974,3.243589744,29
GNG_pr01-1,A1,GABA,5.413461538,3.730769231,29
B1-2,WV-WV-2,Ach,3.240384615,2.996794872,29
B1-1,WED-VLP-1,Ach,3.830128205,3.336538462,29
WV-WV-1,WED-VLP-2,GABA,3.176282051,3.336538462,29
B1-2,WV-WV-2,Ach,2.387820513,3.544871795,29
vpoIN-1,pC1e,GABA,5.493589744,6.310897436,29
A2,WV-WV-4,Ach,2.317307692,3.467948718,29
WV-WV-1,WED-VLP-2,GABA,3.176282051,3.448717949,29
WV-WV-3,SAD_pr02,GABA,2.53525641,2.211538462,29
WV-WV-1,WED-VLP-1,GABA,2.631410256,3.448717949,29
B1-1,WED-VLP-1,Ach,2.060897436,3.253205128,29
WED_pr02,WED-VLP-1,GABA,3.201923077,3.310897436,29
B1-2,WV-WV-2,Ach,2.663461538,3.724358974,29
B1-3,WV-WV-2,Ach,2.653846154,3.724358974,29
WED_pr02,WED-VLP-1,GABA,3.201923077,3.448717949,29
WED_pr02,B1-5,GABA,3.564102564,3.147435897,29
B1-2,WED_pr02,Ach,2.448717949,3.128205128,29
WED_pr02,WV-WV-2,GABA,3.541666667,3.724358974,29
WV-WV-3,A2,GABA,2.53525641,2.310897436,29
B1-2,WV-WV-1,Ach,2.663461538,3.176282051,29
WED_pr02,B1-u,GABA,3.096153846,2.185897436,29
B1-2,AVLP_pr23,Ach,3.240384615,3.144230769,29
WED_pr02,WED-VLP-1,GABA,3.147435897,3.224358974,29
WED-VLP-2,WED_pr02,Ach,3.333333333,3.147435897,29
WV-WV-2,WV-WV-2,GABA,3.724358974,3.355769231,29
WV-WV-3,B1-5,GABA,2.53525641,2.833333333,29
vpoEN,pC1d,Ach,3.625,5.891025641,29
WED-VLP-2,AVLP_pr01-2,Ach,3.560897436,4.217948718,28
B1-4,WV-WV-3,Ach,2.766025641,2.778846154,28
pC2lb,pC2lb,Ach,4.945512821,4.929487179,28
B1-4,B1-4,Ach,2.666666667,2.426282051,28
B1-2,WV-WV-2,Ach,3.903846154,3.724358974,28
WED_pr02,WED-VLP-2,GABA,3.096153846,3.346153846,28
WED_pr02,WED_pr02,GABA,3.516025641,3.608974359,28
pC2la,pMN1,Ach,5.83974359,5.243589744,28
WV-WV-1,AVLP_pr01-1,GABA,2.326923077,3.631410256,28
WV-WV-1,WED_pr02,GABA,2.326923077,3.445512821,28
AVLP_pr01-2,WED-VLP-1,GABA,3.823717949,3.310897436,28
vpoEN,AVLP_pr36/asp10a-1,Ach,3.746794872,5.182692308,28
B2,B1-4,GABA,2.644230769,2.766025641,28
B2,B1-2,GABA,2.644230769,2.423076923,28
AVLP_pr01-1,WV-WV-1,GABA,2.592948718,2.631410256,28
WED_pr02,WV-WV-1,GABA,3.201923077,3.176282051,28
GNG_pr01-1,A1,GABA,5.413461538,3.823717949,28
WED-VLP-2,WV-WV-1,Ach,3.333333333,3.176282051,28
B1-4,A1,Ach,2.666666667,3.939102564,28
B1-2,WED_pr02,Ach,3.105769231,3.573717949,28
B1-2,WED_pr02,Ach,3.221153846,3.397435897,28
vpoIN-1,pC1e,GABA,5.304487179,6.310897436,28
WED-VLP-2,AVLP_pr01-2,Ach,3.647435897,3.823717949,28
B1-1,WED-VLP-2,Ach,3.830128205,3.637820513,28
B1-4,A1,Ach,2.708333333,3.823717949,28
WED_pr02,B1-3,GABA,3.541666667,2.817307692,28
WED-VLP-1,AVLP_pr01-3,Ach,3.272435897,5.060897436,28
AVLP_pr36/asp10a-1,pMN1,Ach,5.625,5.224358974,28
WED-VLP-1,AVLP_pr32,Ach,3.272435897,4.548076923,28
B2,WV-WV-3,GABA,2.644230769,2.846153846,28
WED_pr02,B1-2,GABA,3.147435897,2.435897436,28
WED-VLP-1,AVLP_pr31,Ach,3.314102564,4.237179487,28
A1,GF,inconclusive,4.294871795,3.179487179,28
B1-2,WED-VLP-2,Ach,2.246794872,3.448717949,28
WED_pr02,WED_pr02,GABA,3.564102564,3.397435897,28
WV-WV-2,WED_pr02,GABA,3.724358974,3.5,28
B1-2,AVLP_pr23,Ach,3.903846154,3.240384615,28
B1-2,WED-VLP-1,Ach,3.586538462,3.310897436,28
vpoEN,pC2lb,Ach,3.625,4.875,28
B1-3,WV-WV-2,Ach,2.541666667,3.724358974,28
B1-5,SAD_pr02,Ach,3.615384615,3.051282051,28
WV-WV-1,WED-VLP-1,GABA,2.326923077,3.336538462,28
WV-WV-1,WED-VLP-1,GABA,3.176282051,3.041666667,28
B1-3,WV-WV-2,Ach,2.717948718,3.5,28
WED-VLP-1,WED_pr02,Ach,3.346153846,3.243589744,28
WED-VLP-1,pC2lb,Ach,3.310897436,4.830128205,28
B1-3,WED_pr02,Ach,2.653846154,3.439102564,27
B2,B1-3,GABA,2.21474359,2.483974359,27
vpoIN-1,pC1e,GABA,4.564102564,6.144230769,27
WED-VLP-1,AVLP_pr01-1,Ach,3.314102564,3.631410256,27
B1-2,WV-WV-1,Ach,2.298076923,2.326923077,27
B1-3,WV-WV-2,Ach,2.833333333,3.5,27
PVLP_pr03-3,A1,GABA,5.099358974,4.294871795,27
B1-6,IPS_pr01-1,Ach,3.125,4.41025641,27
B1-2,WV-WV-2,Ach,2.663461538,3.5,27
WED_pr02,GF,GABA,3.362179487,3.467948718,27
AVLP_pr01-2,WED-VLP-1,GABA,4.038461538,3.224358974,27
B1-7,WV-WV-3,Ach,2.519230769,2.53525641,27
B1-7,WV-WV-3,Ach,2.637820513,2.53525641,27
WED-VLP-1,AVLP_pr01-2,Ach,3.224358974,4.070512821,27
WED-VLP-1,AVLP_pr01-1,Ach,3.310897436,3.631410256,27
WED_pr02,WV-WV-3,GABA,3.608974359,2.53525641,27
WED_pr02,B1-2,GABA,3.403846154,2.663461538,27
WED_pr02,WV-WV-2,GABA,3.608974359,3.5,27
aPN2,aPN2,Ach,4.666666667,4.740384615,27
vpoEN,pC2lb,Ach,3.740384615,4.875,27
AVLP_pr01-1,A2,GABA,2.592948718,2.310897436,27
WED_pr02,B1-2,GABA,3.403846154,2.423076923,27
pC2la,pMN1,Ach,5.586538462,5.243589744,27
B1-1,WV-WV-1,Ach,5.0,2.631410256,27
WED-VLP-1,AVLP_pr01-1,Ach,3.246794872,3.631410256,27
A2,WV-WV-4,Ach,2.310897436,3.467948718,27
AVLP_pr01-2,WED-VLP-1,GABA,4.03525641,3.272435897,27
pC2la,pMN1,Ach,5.762820513,5.224358974,27
WED_pr02,B1-5,GABA,3.541666667,2.887820513,27
WED_pr02,vpoEN,GABA,3.378205128,3.625,27
WV-WV-1,WED-VLP-1,GABA,2.326923077,3.448717949,27
B1-2,AVLP_pr23,Ach,3.743589744,3.144230769,27
WED-VLP-1,AVLP_pr01-2,Ach,3.246794872,3.935897436,27
B2,WV-WV-2,GABA,2.298076923,2.996794872,27
WED-VLP-1,AVLP_pr01-2,Ach,3.448717949,4.217948718,27
WED_pr02,WED-VLP-1,GABA,3.128205128,3.176282051,27
WED_pr02,AVLP_pr23,GABA,3.573717949,3.144230769,27
pC1d,AVLP_pr36/asp10a-1,Ach,5.689102564,5.448717949,27
A2,WV-WV-2,Ach,2.291666667,2.996794872,27
WED_pr02,WV-WV-2,GABA,3.096153846,3.544871795,27
B1-5,SAD_pr02,Ach,3.615384615,3.022435897,27
AVLP/PVLP_pr01-2,A1,Ach,4.105769231,4.294871795,27
B1-5,WV-WV-2,Ach,2.887820513,3.5,27
WV-WV-1,WED_pr02,GABA,2.326923077,3.362179487,27
WED_pr02,GF,GABA,3.445512821,3.179487179,27
WED-VLP-1,AVLP_pr01-2,Ach,3.310897436,4.070512821,27
WED_pr02,vpoEN,GABA,3.317307692,3.625,27
vpoIN-1,pC2lb,GABA,5.493589744,4.830128205,27
B1-2,WED_pr02,Ach,3.378205128,3.201923077,27
B1-2,AVLP_pr23,Ach,2.435897436,3.144230769,27
pC2lb,pC2lb,Ach,5.173076923,4.830128205,27
vpoEN,AVLP_pr36/asp10a-1,Ach,3.641025641,5.256410256,27
WED_pr02,WV-WV-1,GABA,3.128205128,3.176282051,27
B1-2,WED-VLP-2,Ach,3.378205128,3.336538462,27
aPN3,aPN2,GLUT,5.038461538,4.759615385,27
WED_pr02,GF,GABA,3.397435897,3.467948718,27
B1-u,AVLP_pr23,Ach,3.201923077,3.144230769,27
A2,WED-VLP-1,Ach,2.317307692,3.137820513,26
WV-WV-1,WED-VLP-1,GABA,2.631410256,3.336538462,26
WED_pr02,WED_pr02,GABA,3.362179487,3.516025641,26
B2,B1-u,GABA,2.298076923,3.201923077,26
vpoIN-1,pMN2,GABA,5.628205128,5.391025641,26
WV-WV-1,WED-VLP-1,GABA,3.176282051,3.378205128,26
WED-VLP-1,WED_pr02,Ach,3.262820513,3.378205128,26
AVLP_pr01-1,A2,GABA,2.628205128,2.291666667,26
WED_pr02,WED-VLP-2,GABA,3.096153846,3.333333333,26
WED-VLP-1,AVLP_pr31,Ach,3.272435897,4.237179487,26
WV-WV-1,WED-VLP-1,GABA,2.326923077,3.346153846,26
B1-3,WED_pr02,Ach,3.256410256,3.403846154,26
pC1d,AVLP_pr36/asp10a-1,Ach,5.891025641,5.054487179,26
B1-4,SAD_pr01,Ach,2.708333333,2.384615385,26
pC2lb,AVLP_pr36/asp10a-1,Ach,5.173076923,5.429487179,26
B1-5,WED_pr02,Ach,3.240384615,3.564102564,26
B1-4,A1,Ach,2.782051282,3.939102564,26
WED_pr02,B1-3,GABA,3.445512821,2.541666667,26
WED_pr02,WED-VLP-1,GABA,3.201923077,3.134615385,26
B1-3,WV-WV-3,Ach,2.653846154,2.778846154,26
WED-VLP-1,AVLP_pr31,Ach,3.224358974,4.352564103,26
vpoEN,pC2lb,Ach,3.641025641,4.871794872,26
B1-1,WED-VLP-1,Ach,2.179487179,3.448717949,26
WV-WV-3,SAD_pr01,GABA,2.41025641,2.384615385,26
WV-WV-3,WV-WV-3,GABA,2.846153846,2.53525641,26
AVLP_pr01-1,vpoIN-3,GABA,3.631410256,3.926282051,26
B1-3,WV-WV-2,Ach,2.833333333,2.996794872,26
WED_pr02,WED-VLP-1,GABA,3.096153846,3.378205128,26
SAD_pr02,WV-WV-1,GABA,2.211538462,2.326923077,26
WV-WV-4,A2,GABA,3.467948718,2.298076923,26
WED-VLP-2,WED_pr02,Ach,3.560897436,3.201923077,26
B1-6,aPN3,Ach,4.708333333,4.576923077,26
WV-WV-1,WV-WV-2,GABA,2.631410256,3.355769231,26
WED_pr02,B1-2,GABA,3.128205128,3.596153846,26
B1-3,WV-WV-2,Ach,3.256410256,2.996794872,26
B1-4,WV-WV-2,Ach,2.560897436,2.996794872,26
AVLP_pr01-2,AVLP_pr01-2,GABA,3.823717949,4.0,26
B1-4,AVLP/PVLP_pr01-2,Ach,2.743589744,4.105769231,26
WED_pr02,WED-VLP-1,GABA,3.147435897,3.314102564,26
IPS_pr01-2,WED_pr01-2,GABA,3.564102564,4.301282051,26
B1-1,WED-VLP-1,Ach,2.108974359,3.253205128,26
B1-6,aPN3,Ach,4.708333333,5.038461538,26
B1-2,WED-VLP-2,Ach,2.246794872,3.413461538,26
pC2la,pC1d,Ach,6.083333333,5.689102564,26
WED-VLP-1,AVLP_pr01-2,Ach,3.224358974,4.038461538,26
B1-1,WED_pr02,Ach,2.141025641,3.378205128,26
B2,B1-5,GABA,2.634615385,3.028846154,26
AVLP_pr01-2,WED-VLP-1,GABA,4.03525641,3.310897436,26
WED_pr02,WED_pr02,GABA,3.317307692,3.378205128,26
B2,B1-5,GABA,2.727564103,3.134615385,26
WED_pr02,WV-WV-2,GABA,3.5,3.5,26
WED_pr02,WED_pr02,GABA,3.378205128,3.378205128,25
WED_pr02,WED-VLP-2,GABA,3.147435897,3.333333333,25
AVLP_pr01-1,A2,GABA,2.570512821,2.291666667,25
WV-WV-2,WV-WV-1,GABA,2.996794872,2.631410256,25
pC2lb,pC2la,Ach,5.173076923,5.762820513,25
aPN2,aPN2,Ach,4.666666667,4.919871795,25
WED_pr02,B1-1,GABA,3.147435897,2.169871795,25
B1-3,WV-WV-2,Ach,2.509615385,3.5,25
AVLP/PVLP_pr01-2,A1,Ach,3.980769231,3.746794872,25
B1-2,WV-WV-3,Ach,2.448717949,2.846153846,25
WV-WV-3,A1,GABA,2.326923077,3.730769231,25
PVLP_pr03-3,GF,GABA,4.657051282,3.467948718,25
vpoEN,AVLP_pr36/asp10a-1,Ach,3.746794872,5.471153846,25
B1-2,WV-WV-2,Ach,3.221153846,3.724358974,25
B2,B1-7,GABA,2.150641026,2.208333333,25
pC2lb,pC2la,Ach,4.929487179,5.762820513,25
AVLP_pr01-1,A2,GABA,2.621794872,2.298076923,25
AVLP_pr01-2,WED-VLP-2,GABA,4.038461538,3.336538462,25
WED_pr02,B1-5,GABA,3.5,3.028846154,25
B1-1,WED-VLP-1,Ach,5.0,3.262820513,25
A2,WV-WV-2,Ach,2.317307692,2.996794872,25
B2,B1-2,GABA,2.634615385,2.423076923,25
B1-1,WV-WV-2,Ach,2.179487179,2.996794872,25
WED_pr02,GF,GABA,3.317307692,3.179487179,25
WED-VLP-1,AVLP_pr01-2,Ach,3.253205128,3.823717949,25
WED-VLP-1,AVLP_pr31,Ach,3.448717949,4.237179487,25
B1-2,WED_pr02,Ach,3.378205128,3.147435897,25
aPN2,aPN2,Ach,4.307692308,4.666666667,25
AVLP_pr01-1,WV-WV-1,GABA,2.570512821,2.326923077,25
WED-VLP-1,AVLP_pr01-2,Ach,3.262820513,4.0,25
pC2la,pC1d,Ach,5.871794872,5.891025641,25
B1-6,WV-WV-3,Ach,3.125,2.846153846,25
WED-VLP-2,pC2lb,Ach,3.413461538,4.830128205,25
WED-VLP-1,vpoIN-3,Ach,3.259615385,3.916666667,25
vpoIN-1,pMN1,GABA,4.564102564,5.243589744,25
WED-VLP-1,AVLP_pr01-2,Ach,3.310897436,4.217948718,25
AVLP_pr01-1,WED-VLP-1,GABA,2.996794872,3.253205128,25
B1-2,AVLP_pr23,Ach,3.221153846,3.240384615,25
B1-2,AVLP_pr23,Ach,2.246794872,3.144230769,25
A2,WED-VLP-1,Ach,2.317307692,3.310897436,25
B1-6,aPN3,Ach,4.46474359,4.791666667,25
pC2lb,pC2lb,Ach,4.929487179,5.173076923,25
B1-6,aPN3,Ach,3.185897436,4.791666667,25
pC2lb,pC2lb,Ach,4.871794872,4.830128205,25
WED-VLP-1,AVLP_pr01-1,Ach,3.256410256,2.682692308,25
WED-VLP-1,WED_pr02,Ach,3.314102564,3.378205128,25
WV-WV-1,AVLP_pr01-2,GABA,2.326923077,3.823717949,25
B1-4,WV-WV-3,Ach,2.743589744,2.778846154,25
WV-WV-3,WV-WV-3,GABA,2.41025641,3.048076923,25
B1-6,IPS_pr01-1,Ach,3.320512821,4.41025641,25
pC2lb,pC2lb,Ach,5.173076923,5.131410256,25
WED_pr02,B1-3,GABA,3.573717949,3.256410256,25
WED_pr02,AVLP_pr23,GABA,3.403846154,3.144230769,25
WED_pr02,WED-VLP-1,GABA,3.201923077,3.262820513,25
B1-4,WV-WV-3,Ach,2.560897436,3.048076923,25
WED-VLP-1,WED_pr02,Ach,3.272435897,3.378205128,25
WV-WV-1,WED-VLP-1,GABA,3.176282051,3.259615385,25
WED_pr02,B1-2,GABA,3.445512821,3.903846154,24
B1-5,SAD_pr02,Ach,3.615384615,4.048076923,24
B1-2,WED-VLP-2,Ach,2.423076923,3.647435897,24
B1-3,WV-WV-2,Ach,3.256410256,3.724358974,24
AVLP_pr01-1,WV-WV-1,GABA,2.570512821,2.631410256,24
WED-VLP-1,AVLP_pr31,Ach,3.272435897,4.352564103,24
WED_pr02,WED-VLP-2,GABA,3.243589744,3.333333333,24
WED_pr02,WED-VLP-2,GABA,3.201923077,3.647435897,24
B1-6,aPN3,Ach,4.46474359,5.041666667,24
AVLP_pr23,A1,Ach,3.240384615,3.730769231,24
WED_pr02,WV-WV-2,GABA,3.378205128,3.355769231,24
WED_pr02,B1-5,GABA,3.541666667,3.134615385,24
B1-3,WV-WV-2,Ach,2.817307692,3.5,24
WV-WV-2,WV-WV-2,GABA,3.724358974,3.394230769,24
WED_pr02,WED-VLP-2,GABA,3.445512821,3.560897436,24
B1-2,WED-VLP-2,Ach,2.435897436,3.647435897,24
B1-5,WED_pr02,Ach,3.147435897,3.541666667,24
AVLP_pr01-1,A2,GABA,2.621794872,2.291666667,24
A1,A1,inconclusive,4.294871795,3.823717949,24
WED-VLP-1,AVLP_pr31,Ach,3.262820513,4.307692308,24
aPN2,aPN2,Ach,4.602564103,4.759615385,24
WED_pr02,WED_pr02,GABA,3.378205128,3.445512821,24
B1-5,WED_pr01-1,Ach,3.051282051,4.083333333,24
WED_pr02,WV-WV-2,GABA,3.564102564,3.724358974,24
WED_pr02,WV-WV-2,GABA,3.573717949,3.724358974,24
B1-1,WED_pr02,Ach,2.169871795,3.243589744,24
B1-2,WED-VLP-2,Ach,3.596153846,3.336538462,24
IPS_pr02,B1-6,GABA,3.307692308,3.185897436,24
A1,A1,inconclusive,4.294871795,3.939102564,24
AVLP_pr01-2,WED-VLP-2,GABA,4.038461538,3.413461538,24
WV-WV-4,A2,GABA,3.467948718,2.317307692,24
B1-1,WED-VLP-1,Ach,5.0,3.256410256,24
AVLP_pr01-1,WED-VLP-1,GABA,2.996794872,3.448717949,24
vpoEN,AVLP_pr36/asp10a-1,Ach,3.746794872,5.256410256,24
A2,AVLP_pr01-1,Ach,2.310897436,3.631410256,24
aPN2,IPS_pr01-1,Ach,3.935897436,4.41025641,24
WV-WV-1,WED_pr02,GABA,3.176282051,3.541666667,24
vpoEN,AVLP_pr36/asp10a-1,Ach,3.740384615,5.278846154,24
B1-2,WV-WV-2,Ach,3.378205128,3.355769231,24
B1-1,WED-VLP-1,Ach,5.0,3.259615385,24
vpoIN-1,pC2lb,GABA,5.53525641,4.929487179,24
A2,WV-WV-3,Ach,2.298076923,2.846153846,24
WED_pr02,B1-2,GABA,3.403846154,2.298076923,24
B1-5,AVLP_pr04,Ach,3.365384615,5.711538462,24
WED-VLP-2,vpoEN,Ach,3.413461538,3.740384615,24
WV-WV-1,WED_pr02,GABA,3.176282051,3.564102564,24
B1-5,WED_pr01-1,Ach,3.028846154,4.019230769,24
WED_pr02,A2,GABA,3.243589744,2.298076923,24
WED_pr02,B1-3,GABA,3.397435897,2.717948718,24
WED_pr02,WED-VLP-1,GABA,3.201923077,3.272435897,24
WED-VLP-2,AVLP_pr31,Ach,3.637820513,4.307692308,24
WED_pr02,B1-3,GABA,3.378205128,2.541666667,24
A2,WED-VLP-1,Ach,2.291666667,3.041666667,24
WED_pr02,WED-VLP-1,GABA,3.096153846,3.246794872,24
B1-4,GF,Ach,2.666666667,3.467948718,24
AVLP_pr01-1,WED-VLP-1,GABA,2.996794872,3.262820513,24
WV-WV-3,WV-WV-3,GABA,2.78525641,2.53525641,24
B1-5,WED_pr01-1,Ach,3.381410256,4.16025641,24
WV-WV-1,WED-VLP-1,GABA,2.631410256,3.246794872,24
WED_pr02,B1-2,GABA,3.378205128,2.477564103,24
WED_pr02,B1-2,GABA,3.445512821,3.105769231,24
B1-2,WED_pr02,Ach,2.435897436,3.096153846,24
B1-1,WED-VLP-1,Ach,2.108974359,3.314102564,24
B1-1,AVLP_pr23,Ach,2.141025641,3.144230769,24
B1-4,WV-WV-3,Ach,2.766025641,2.846153846,23
B1-1,AVLP_pr23,Ach,2.179487179,3.144230769,23
B1-5,WED_pr01-1,Ach,3.365384615,4.16025641,23
B1-6,aPN3,Ach,4.46474359,4.974358974,23
WED_pr02,WED_pr02,GABA,3.516025641,3.439102564,23
B1-3,WV-WV-2,Ach,2.483974359,3.5,23
WED_pr02,WED_pr02,GABA,3.378205128,3.403846154,23
AVLP_pr01-1,WED-VLP-1,GABA,3.631410256,3.272435897,23
B1-2,AVLP_pr23,Ach,3.221153846,3.144230769,23
IPS_pr01-2,WED_pr01-2,GABA,2.663461538,3.96474359,23
WED-VLP-2,AVLP_pr01-2,Ach,3.346153846,4.038461538,23
GNG_pr01-1,A1,GABA,5.413461538,3.939102564,23
AVLP_pr23,vpoEN,Ach,3.144230769,3.740384615,23
B1-4,WV-WV-3,Ach,3.163461538,2.778846154,23
WED_pr02,AVLP_pr23,GABA,3.445512821,3.144230769,23
WED_pr02,vpoEN,GABA,3.403846154,3.625,23
WV-WV-1,WED-VLP-2,GABA,2.631410256,3.637820513,23
WED-VLP-2,WED_pr02,Ach,3.336538462,3.096153846,23
WV-WV-1,WV-WV-4,GABA,2.631410256,3.467948718,23
B1-3,WV-WV-2,Ach,2.483974359,3.724358974,23
B1-2,WED-VLP-2,Ach,3.240384615,3.336538462,23
B2,B1-7,GABA,2.634615385,2.487179487,23
B1-2,WED_pr02,Ach,2.246794872,3.201923077,23
B1-3,WV-WV-3,Ach,2.509615385,3.048076923,23
WED_pr02,WED-VLP-1,GABA,3.201923077,3.253205128,23
B1-3,AVLP_pr23,Ach,2.509615385,3.240384615,23
WED_pr02,WV-WV-1,GABA,3.573717949,2.631410256,23
WED_pr02,WED-VLP-1,GABA,3.201923077,3.054487179,23
B1-1,WED-VLP-1,Ach,2.108974359,3.262820513,23
WED_pr02,WED_pr02,GABA,3.362179487,3.573717949,23
WV-WV-3,A1,GABA,2.53525641,4.294871795,23
WED-VLP-2,WED_pr02,Ach,3.647435897,3.128205128,23
B1-3,WV-WV-3,Ach,2.653846154,2.846153846,23
WED_pr02,WED-VLP-2,GABA,3.128205128,3.560897436,23
pC2la,pMN1,Ach,5.673076923,5.224358974,23
AVLP_pr01-2,WED-VLP-1,GABA,3.823717949,3.448717949,23
AVLP_pr36/asp10a-1,PVLP_pr03-2,Ach,5.278846154,5.935897436,23
B1-5,WED_pr02,Ach,2.887820513,3.317307692,23
WED-VLP-1,AVLP_pr01-2,Ach,3.256410256,4.070512821,23
B1-4,A1,Ach,2.426282051,3.746794872,23
WED_pr02,WED-VLP-1,GABA,3.378205128,3.262820513,23
WED-VLP-1,AVLP_pr01-2,Ach,3.224358974,4.233974359,23
pC2la,pMN1,Ach,5.955128205,5.224358974,23
B1-3,WV-WV-3,Ach,2.483974359,2.846153846,23
B1-2,WED-VLP-2,Ach,2.387820513,3.560897436,23
vpoEN,AVLP_pr36/asp10a-1,Ach,3.746794872,5.333333333,23
B1-3,WV-WV-2,Ach,2.717948718,3.724358974,23
B1-4,WV-WV-3,Ach,2.666666667,2.778846154,23
B1-2,WV-WV-2,Ach,2.477564103,3.544871795,23
B1-5,WED_pr01-1,Ach,3.147435897,4.25,23
WED_pr02,WED-VLP-1,GABA,3.243589744,3.137820513,23
WED_pr02,AVLP_pr23,GABA,3.096153846,3.144230769,23
WED_pr02,B1-5,GABA,3.564102564,2.573717949,23
WED-VLP-1,AVLP_pr31,Ach,3.310897436,4.358974359,23
AVLP_pr01-2,WED-VLP-1,GABA,3.935897436,3.336538462,23
B1-3,WV-WV-2,Ach,2.833333333,3.394230769,23
WED_pr02,A2,GABA,3.445512821,2.310897436,23
WED_pr02,WED-VLP-2,GABA,3.403846154,3.423076923,23
AVLP_pr36/asp10a-1,pC2lb,Ach,5.278846154,5.173076923,23
WED_pr02,WV-WV-2,GABA,3.445512821,3.355769231,23
WED_pr02,WED-VLP-2,GABA,3.378205128,3.637820513,23
B1-2,WV-WV-2,Ach,3.105769231,3.724358974,23
B1-2,WV-WV-2,Ach,3.221153846,2.996794872,23
WED_pr02,WV-WV-2,GABA,3.201923077,3.544871795,23
B2,B1-5,GABA,2.21474359,2.929487179,22
A1,A1,inconclusive,3.730769231,4.294871795,22
pC2lb,pC2lb,Ach,4.945512821,4.830128205,22
pC2lb,pC2lb,Ach,4.945512821,5.131410256,22
WED_pr02,AVLP_pr23,GABA,3.128205128,3.144230769,22
AVLP_pr01-1,vpoEN,GABA,2.621794872,3.740384615,22
WV-WV-1,WV-WV-2,GABA,2.631410256,3.544871795,22
AVLP_pr04,AVLP_pr11,SER,6.006410256,5.852564103,22
AVLP_pr01-1,vpoIN-3,GABA,2.996794872,3.916666667,22
A1,A1,inconclusive,3.730769231,3.939102564,22
WED_pr02,WED_pr02,GABA,3.541666667,3.5,22
B1-u,WED-VLP-1,Ach,4.189102564,3.314102564,22
B1-3,WV-WV-3,Ach,2.509615385,2.846153846,22
B1-3,WV-WV-2,Ach,3.256410256,3.5,22
vpoEN,pC2lb,Ach,3.740384615,4.830128205,22
pC2lb,pC2la,Ach,4.945512821,5.038461538,22
AVLP_pr01-2,vpoEN,GABA,3.935897436,3.740384615,22
vpoEN,pC2lb,Ach,3.746794872,4.929487179,22
aPN2,aPN2,Ach,3.288461538,4.307692308,22
B1-3,WV-WV-2,Ach,2.817307692,3.355769231,22
B1-1,AVLP_pr23,Ach,2.169871795,3.144230769,22
B1-2,WV-WV-3,Ach,2.477564103,2.846153846,22
B1-5,WED_pr02,Ach,3.496794872,3.5,22
pC2lb,AVLP_pr36/asp10a-1,Ach,4.929487179,5.310897436,22
IPS_pr02,IPS_pr01-1,GABA,3.403846154,4.400641026,22
B1-5,WED_pr01-1,Ach,2.637820513,4.21474359,22
B1-5,WED_pr01-1,Ach,3.615384615,4.269230769,22
SAD_pr01,AVLP_pr23,GABA,2.384615385,3.240384615,22
WED_pr02,B1-3,GABA,3.564102564,2.833333333,22
WED_pr02,B1-5,GABA,3.5,2.939102564,22
AVLP/PVLP_pr01-2,A1,Ach,4.105769231,3.730769231,22
WED-VLP-1,WED_pr02,Ach,3.336538462,3.243589744,22
B1-1,WED-VLP-1,Ach,4.240384615,3.246794872,22
vpoEN,pC1d,Ach,3.746794872,5.689102564,22
B1-2,WV-WV-3,Ach,2.423076923,2.846153846,22
B1-1,WED-VLP-1,Ach,4.378205128,3.134615385,22
B1-3,WED_pr02,Ach,2.541666667,3.403846154,22
WED-VLP-1,AVLP_pr31,Ach,3.314102564,4.307692308,22
B1-2,WED-VLP-2,Ach,3.596153846,3.423076923,22
WV-WV-3,B1-4,GABA,2.53525641,2.782051282,22
WED-VLP-1,AVLP_pr31,Ach,3.262820513,4.237179487,22
B1-5,SAD_pr02,Ach,3.451923077,3.051282051,22
B1-2,WV-WV-1,Ach,3.105769231,3.176282051,22
AVLP_pr01-2,WED-VLP-1,GABA,3.935897436,3.224358974,22
B1-2,WED_pr02,Ach,2.663461538,3.439102564,22
B1-2,WV-WV-1,Ach,2.387820513,3.176282051,22
WED_pr02,B1-2,GABA,3.445512821,3.743589744,22
WV-WV-3,AVLP_pr23,GABA,2.53525641,3.144230769,22
B1-3,WED_pr02,Ach,2.541666667,3.362179487,22
WED-VLP-1,AVLP_pr01-2,Ach,3.253205128,4.03525641,22
B1-5,WED_pr01-1,Ach,3.451923077,4.394230769,22
